t,ndyag,rogowsky,oscillator
-9.00E-08,0.063241109,-0.26877472,0
-8.98E-08,0.023715414,0.20553359,-0.00015810276
-8.96E-08,0.023715414,-0.11067194,-0.00035573123
-8.94E-08,0.023715414,0.20553359,0.00023715415
-8.92E-08,0.023715414,-0.11067194,-0.00035573123
-8.90E-08,0.023715414,-0.11067194,-0.00015810276
-8.88E-08,0.063241109,-0.11067194,0.00023715415
-8.86E-08,0.023715414,-0.11067194,0.00003952569
-8.84E-08,0.023715414,-0.11067194,-0.00055335969
-8.82E-08,0.023715414,-0.26877472,-0.00015810276
-8.80E-08,0.023715414,-0.26877472,0.00043478262
-8.78E-08,-0.015810277,0.047430828,-0.00015810276
-8.76E-08,0.023715414,-0.11067194,-0.00035573123
-8.74E-08,0.023715414,0.047430828,-0.00055335969
-8.72E-08,0.023715414,-0.11067194,0.00003952569
-8.70E-08,0.023715414,-0.11067194,0.00003952569
-8.68E-08,0.023715414,0.047430828,0.00043478262
-8.66E-08,-0.015810277,-0.11067194,-0.00015810276
-8.64E-08,0.023715414,-0.11067194,0.00003952569
-8.62E-08,-0.015810277,-0.11067194,0.00023715415
-8.60E-08,0.023715414,-0.11067194,-0.00015810276
-8.58E-08,-0.015810277,-0.11067194,-0.00015810276
-8.56E-08,0.023715414,-0.11067194,-0.00035573123
-8.54E-08,0.023715414,-0.26877472,0.0012252964
-8.52E-08,0.023715414,0.047430828,0.0030039526
-8.50E-08,0.063241109,0.047430828,0.0033992096
-8.48E-08,0.023715414,0.047430828,0.002806324
-8.46E-08,0.023715414,-0.26877472,0.0020158102
-8.44E-08,0.023715414,-0.11067194,0.0018181818
-8.42E-08,0.023715414,-0.11067194,0.0008300395
-8.40E-08,-0.015810277,0.047430828,0.0008300395
-8.38E-08,-0.055335969,-0.11067194,0.0008300395
-8.36E-08,0.023715414,0.047430828,0.00063241104
-8.34E-08,-0.015810277,-0.11067194,0.00063241104
-8.32E-08,-0.015810277,-0.11067194,0.0008300395
-8.30E-08,0.023715414,-0.11067194,0.00063241104
-8.28E-08,0.023715414,0.047430828,-0.00015810276
-8.26E-08,0.023715414,0.047430828,-0.00035573123
-8.24E-08,0.063241109,0.047430828,0.00023715415
-8.22E-08,0.063241109,-0.11067194,-0.00015810276
-8.20E-08,0.023715414,-0.11067194,0.00043478262
-8.18E-08,0.023715414,0.047430828,0.00023715415
-8.16E-08,-0.015810277,-0.11067194,-0.00035573123
-8.14E-08,0.023715414,-0.26877472,-0.00055335969
-8.12E-08,0.023715414,0.047430828,-0.00015810276
-8.10E-08,-0.015810277,-0.11067194,-0.00055335969
-8.08E-08,0.023715414,-0.11067194,-0.00035573123
-8.06E-08,0.023715414,-0.11067194,0.00063241104
-8.04E-08,0.023715414,-0.26877472,-0.00035573123
-8.02E-08,0.023715414,-0.11067194,-0.00035573123
-8.00E-08,0.023715414,0.047430828,-0.00015810276
-7.98E-08,0.023715414,0.047430828,0.00043478262
-7.96E-08,0.023715414,0.047430828,-0.00035573123
-7.94E-08,0.063241109,-0.26877472,-0.00015810276
-7.92E-08,0.023715414,-0.11067194,0.00023715415
-7.90E-08,-0.015810277,-0.26877472,-0.00015810276
-7.88E-08,0.023715414,-0.26877472,-0.00015810276
-7.86E-08,-0.015810277,-0.11067194,0.00003952569
-7.84E-08,-0.015810277,-0.11067194,-0.00035573123
-7.82E-08,-0.015810277,0.047430828,0.00023715415
-7.80E-08,0.023715414,-0.11067194,-0.00035573123
-7.78E-08,0.023715414,-0.11067194,0.00043478262
-7.76E-08,0.023715414,0.047430828,0.00043478262
-7.74E-08,-0.015810277,0.047430828,-0.00015810276
-7.72E-08,0.063241109,-0.26877472,0.00003952569
-7.70E-08,0.023715414,-0.26877472,0.00023715415
-7.68E-08,0.023715414,0.047430828,-0.00035573123
-7.66E-08,0.023715414,0.047430828,-0.00015810276
-7.64E-08,0.023715414,0.20553359,-0.00055335969
-7.62E-08,-0.015810277,0.047430828,-0.00015810276
-7.60E-08,0.023715414,0.20553359,-0.00015810276
-7.58E-08,0.023715414,0.20553359,0.00003952569
-7.56E-08,-0.015810277,-0.11067194,0.00063241104
-7.54E-08,0.023715414,-0.11067194,0.00063241104
-7.52E-08,0.023715414,-0.11067194,0.00023715415
-7.50E-08,0.023715414,0.047430828,-0.00015810276
-7.48E-08,0.023715414,0.047430828,-0.00015810276
-7.46E-08,0.063241109,0.047430828,-0.00055335969
-7.44E-08,0.023715414,-0.11067194,-0.00075098814
-7.42E-08,0.023715414,0.047430828,0.00043478262
-7.40E-08,0.023715414,0.047430828,-0.00035573123
-7.38E-08,0.023715414,0.047430828,0.00043478262
-7.36E-08,0.023715414,0.20553359,0.0022134387
-7.34E-08,-0.015810277,0.047430828,0.002806324
-7.32E-08,0.023715414,0.047430828,0.0033992096
-7.30E-08,-0.055335969,-0.11067194,0.002806324
-7.28E-08,0.023715414,-0.11067194,0.0020158102
-7.26E-08,0.023715414,0.047430828,0.0026086958
-7.24E-08,0.023715414,0.047430828,0.0014229249
-7.22E-08,0.023715414,-0.11067194,0.001027668
-7.20E-08,0.023715414,-0.11067194,0.0008300395
-7.18E-08,0.023715414,0.047430828,0.0008300395
-7.16E-08,-0.015810277,-0.26877472,0.00063241104
-7.14E-08,0.063241109,0.047430828,0.00063241104
-7.12E-08,0.023715414,0.20553359,0.00023715415
-7.10E-08,0.023715414,0.20553359,0.00023715415
-7.08E-08,0.023715414,-0.11067194,-0.00015810276
-7.06E-08,0.023715414,-0.11067194,0.00003952569
-7.04E-08,0.023715414,0.20553359,-0.00055335969
-7.02E-08,0.023715414,-0.11067194,-0.00015810276
-7.00E-08,-0.015810277,0.047430828,0.00023715415
-6.98E-08,0.063241109,0.047430828,0.00003952569
-6.96E-08,0.063241109,0.20553359,0.00043478262
-6.94E-08,0.023715414,0.047430828,-0.00035573123
-6.92E-08,0.023715414,-0.11067194,-0.00015810276
-6.90E-08,0.023715414,-0.11067194,0.00043478262
-6.88E-08,0.023715414,-0.26877472,-0.00035573123
-6.86E-08,-0.015810277,0.047430828,-0.00015810276
-6.84E-08,0.023715414,0.047430828,-0.00015810276
-6.82E-08,0.023715414,-0.11067194,0.00063241104
-6.80E-08,0.023715414,-0.11067194,-0.00015810276
-6.78E-08,0.063241109,-0.11067194,0.00003952569
-6.76E-08,0.023715414,0.047430828,-0.00035573123
-6.74E-08,0.063241109,0.20553359,-0.00055335969
-6.72E-08,0.023715414,0.36363637,0.00023715415
-6.70E-08,0.023715414,0.047430828,0.00023715415
-6.68E-08,0.023715414,0.047430828,0.00003952569
-6.66E-08,0.023715414,-0.26877472,0.00043478262
-6.64E-08,0.063241109,0.047430828,-0.00015810276
-6.62E-08,0.063241109,0.047430828,-0.00015810276
-6.60E-08,0.063241109,-0.11067194,-0.00035573123
-6.58E-08,0.023715414,0.047430828,-0.00075098814
-6.56E-08,0.023715414,0.20553359,0.00043478262
-6.54E-08,0.023715414,0.047430828,0.00063241104
-6.52E-08,0.023715414,-0.42687747,-0.00035573123
-6.50E-08,0.023715414,-0.11067194,0.00043478262
-6.48E-08,0.023715414,-0.11067194,0.00003952569
-6.46E-08,-0.015810277,0.047430828,-0.00035573123
-6.44E-08,-0.015810277,0.047430828,-0.00015810276
-6.42E-08,0.023715414,0.047430828,-0.00035573123
-6.40E-08,-0.015810277,-0.11067194,0.00043478262
-6.38E-08,0.063241109,-0.26877472,-0.00015810276
-6.36E-08,0.023715414,-0.11067194,0.00003952569
-6.34E-08,0.023715414,0.047430828,0.00003952569
-6.32E-08,0.063241109,0.047430828,-0.00035573123
-6.30E-08,-0.015810277,-0.11067194,-0.00015810276
-6.28E-08,0.023715414,-0.11067194,0.001027668
-6.26E-08,0.023715414,0.047430828,0.00003952569
-6.24E-08,0.063241109,0.047430828,-0.00055335969
-6.22E-08,0.1027668,0.047430828,0.00003952569
-6.20E-08,0.023715414,0.047430828,0.00063241104
-6.18E-08,0.023715414,-0.11067194,0.0014229249
-6.16E-08,-0.015810277,-0.11067194,0.0030039526
-6.14E-08,0.063241109,-0.26877472,0.0033992096
-6.12E-08,0.023715414,-0.26877472,0.0030039526
-6.10E-08,0.063241109,-0.11067194,0.0020158102
-6.08E-08,0.063241109,-0.11067194,0.0020158102
-6.06E-08,0.023715414,-0.11067194,0.0008300395
-6.04E-08,-0.055335969,-0.26877472,0.00063241104
-6.02E-08,0.023715414,-0.26877472,0.0008300395
-6.00E-08,0.063241109,-0.11067194,0.0008300395
-5.98E-08,0.023715414,0.20553359,0.00063241104
-5.96E-08,0.023715414,0.047430828,0.00063241104
-5.94E-08,-0.015810277,-0.11067194,0.00043478262
-5.92E-08,-0.055335969,0.047430828,0.00043478262
-5.90E-08,0.023715414,0.20553359,0.00003952569
-5.88E-08,0.063241109,-0.11067194,0.00063241104
-5.86E-08,0.063241109,-0.26877472,0.00003952569
-5.84E-08,0.023715414,-0.26877472,-0.00015810276
-5.82E-08,0.023715414,-0.11067194,0.00023715415
-5.80E-08,0.023715414,0.047430828,0.00023715415
-5.78E-08,0.023715414,0.20553359,0.00023715415
-5.76E-08,-0.015810277,-0.26877472,-0.00035573123
-5.74E-08,0.063241109,-0.11067194,0.00023715415
-5.72E-08,0.023715414,-0.11067194,0.00023715415
-5.70E-08,0.023715414,0.20553359,0.00043478262
-5.68E-08,0.023715414,-0.11067194,0.00023715415
-5.66E-08,0.023715414,-0.11067194,-0.00015810276
-5.64E-08,0.023715414,-0.11067194,0.00003952569
-5.62E-08,0.023715414,0.047430828,0.00023715415
-5.60E-08,0.023715414,-0.11067194,-0.00035573123
-5.58E-08,0.063241109,-0.11067194,-0.00015810276
-5.56E-08,0.023715414,-0.11067194,0.00003952569
-5.54E-08,0.023715414,0.047430828,-0.00015810276
-5.52E-08,0.063241109,0.047430828,0.00003952569
-5.50E-08,0.023715414,0.047430828,0.00003952569
-5.48E-08,0.023715414,0.047430828,-0.00015810276
-5.46E-08,0.023715414,-0.26877472,-0.00035573123
-5.44E-08,0.023715414,0.047430828,-0.00055335969
-5.42E-08,0.063241109,0.047430828,-0.00015810276
-5.40E-08,0.063241109,-0.11067194,0.00043478262
-5.38E-08,0.023715414,-0.11067194,0.00003952569
-5.36E-08,0.023715414,0.20553359,-0.00015810276
-5.34E-08,0.023715414,-0.11067194,0.00043478262
-5.32E-08,0.023715414,0.047430828,0.00043478262
-5.30E-08,0.023715414,-0.11067194,-0.00035573123
-5.28E-08,-0.015810277,-0.26877472,0.00043478262
-5.26E-08,0.023715414,-0.11067194,-0.00035573123
-5.24E-08,0.023715414,-0.26877472,0.00003952569
-5.22E-08,0.023715414,0.047430828,0.0008300395
-5.20E-08,0.023715414,0.20553359,-0.00015810276
-5.18E-08,0.023715414,-0.11067194,-0.00015810276
-5.16E-08,0.023715414,-0.11067194,0.00043478262
-5.14E-08,0.063241109,-0.26877472,-0.00035573123
-5.12E-08,-0.015810277,0.047430828,-0.00035573123
-5.10E-08,0.023715414,0.047430828,-0.00015810276
-5.08E-08,-0.015810277,-0.11067194,-0.00035573123
-5.06E-08,0.023715414,-0.11067194,-0.00035573123
-5.04E-08,0.023715414,0.047430828,-0.00035573123
-5.02E-08,0.023715414,-0.26877472,-0.00015810276
-5.00E-08,0.023715414,-0.11067194,0.0008300395
-4.98E-08,0.063241109,-0.11067194,0.002806324
-4.96E-08,0.063241109,0.047430828,0.0032015811
-4.94E-08,0.023715414,0.047430828,0.0030039526
-4.92E-08,0.063241109,0.20553359,0.0020158102
-4.90E-08,0.023715414,-0.26877472,0.0016205533
-4.88E-08,0.023715414,-0.11067194,0.0016205533
-4.86E-08,-0.015810277,-0.26877472,0.0008300395
-4.84E-08,0.063241109,-0.11067194,0.0012252964
-4.82E-08,-0.015810277,-0.11067194,0.0012252964
-4.80E-08,-0.015810277,-0.11067194,0.00023715415
-4.78E-08,0.023715414,0.047430828,0.0008300395
-4.76E-08,0.023715414,-0.11067194,0.00063241104
-4.74E-08,0.063241109,-0.11067194,0.0008300395
-4.72E-08,0.023715414,-0.11067194,0.00003952569
-4.70E-08,-0.015810277,-0.26877472,-0.00015810276
-4.68E-08,0.023715414,0.047430828,-0.00015810276
-4.66E-08,0.023715414,0.047430828,-0.00035573123
-4.64E-08,-0.015810277,0.047430828,-0.00075098814
-4.62E-08,-0.015810277,-0.26877472,-0.00015810276
-4.60E-08,0.023715414,-0.26877472,0.00023715415
-4.58E-08,-0.015810277,0.047430828,-0.00015810276
-4.56E-08,0.023715414,0.20553359,-0.00015810276
-4.54E-08,0.063241109,-0.11067194,-0.00035573123
-4.52E-08,0.023715414,0.047430828,0.00003952569
-4.50E-08,-0.015810277,-0.26877472,0.00003952569
-4.48E-08,0.023715414,0.047430828,0.00003952569
-4.46E-08,0.023715414,-0.11067194,0.00023715415
-4.44E-08,0.023715414,-0.26877472,0.00023715415
-4.42E-08,0.023715414,0.047430828,-0.00015810276
-4.40E-08,0.063241109,0.047430828,-0.00015810276
-4.38E-08,0.023715414,-0.11067194,0.00023715415
-4.36E-08,-0.055335969,0.047430828,0.00043478262
-4.34E-08,-0.015810277,0.20553359,-0.00015810276
-4.32E-08,-0.015810277,-0.11067194,0.00003952569
-4.30E-08,0.023715414,-0.11067194,-0.00055335969
-4.28E-08,0.023715414,-0.11067194,-0.00035573123
-4.26E-08,0.063241109,-0.11067194,-0.00015810276
-4.24E-08,-0.015810277,-0.11067194,-0.00015810276
-4.22E-08,-0.015810277,-0.26877472,0.00023715415
-4.20E-08,-0.015810277,0.20553359,-0.00035573123
-4.18E-08,0.023715414,-0.11067194,0.00003952569
-4.16E-08,0.023715414,-0.11067194,0.00003952569
-4.14E-08,0.063241109,-0.11067194,-0.00055335969
-4.12E-08,0.023715414,-0.26877472,0.00063241104
-4.10E-08,0.023715414,-0.11067194,0.00043478262
-4.08E-08,0.023715414,0.047430828,0.00003952569
-4.06E-08,0.023715414,-0.11067194,-0.00055335969
-4.04E-08,0.023715414,-0.11067194,0.00003952569
-4.02E-08,-0.015810277,0.047430828,-0.00015810276
-4.00E-08,0.023715414,0.047430828,0.00003952569
-3.98E-08,0.023715414,-0.26877472,-0.00015810276
-3.96E-08,0.023715414,0.047430828,-0.00015810276
-3.94E-08,0.023715414,0.047430828,0.00003952569
