t,ndyag,d01,d02,d03,d04,d05,d06,d07,d08,d09
7.44972486243122e-08,0.014940688,5.47542,4.738019,4.790514,4.421813,5.47542,5.5810275,4.421813,4.632411,4.5268035
7.50975487743872e-08,0.023208726,5.6335225,4.790514,4.738019,4.421813,5.6335225,5.6335225,4.421813,4.632411,4.684906
7.56978489244622e-08,0.039841908,5.7916255,4.843009,4.790514,4.421813,5.47542,5.6335225,4.579916,4.632411,4.843009
7.62981490745373e-08,0.048109871,5.7916255,5.0011115,5.0011115,4.4743085,5.7916255,5.7916255,4.5268035,4.738019,4.843009
7.68984492246123e-08,0.031573945,5.7391305,5.0542245,4.790514,4.4743085,5.7916255,5.9497285,4.4743085,4.843009,4.843009
7.74987493746874e-08,0.048109871,5.897233,5.0542245,4.8961215,4.684906,5.9497285,6.002841,4.738019,5.1067195,4.843009
7.80990495247624e-08,0.023208726,5.9497285,5.1592145,5.1592145,4.843009,6.002841,6.1609435,4.8961215,4.9486165,5.0542245
7.86993496748374e-08,0.031573945,6.055336,5.422925,5.422925,5.0011115,6.107831,6.1609435,5.0011115,5.1592145,5.0542245
7.92996498249125e-08,0.023208726,6.107831,5.37043,5.47542,4.8961215,6.107831,6.3715415,4.843009,5.1592145,5.212327
7.98999499749875e-08,0.039841908,6.1609435,5.47542,5.5285325,5.264822,6.2134385,6.3190465,5.1592145,5.1592145,5.37043
8.05002501250625e-08,0.031573945,6.4240365,5.6335225,5.47542,5.37043,6.4240365,6.4240365,5.1067195,5.317317,5.5285325
8.11005502751376e-08,0.048109871,6.477149,5.7391305,5.47542,5.264822,6.5296445,6.5296445,5.212327,5.47542,5.47542
8.17008504252126e-08,0.023208726,6.5821395,5.7916255,5.7391305,5.422925,6.477149,6.5296445,5.317317,5.37043,5.6866355
8.23011505752876e-08,0.031573945,6.5821395,5.7916255,5.844738,5.37043,6.687747,6.740242,5.47542,5.5810275,5.6335225
8.29014507253627e-08,0.014940688,6.687747,5.9497285,5.6335225,5.5810275,6.635252,6.740242,5.422925,5.7391305,5.9497285
8.35017508754377e-08,0.023208726,6.84585,6.002841,5.897233,5.422925,6.740242,6.740242,5.5285325,5.7391305,5.844738
8.41020510255128e-08,0.031573945,6.84585,6.055336,5.9497285,5.5285325,6.7933545,6.898345,5.37043,5.844738,6.002841
8.47023511755878e-08,0.039841908,6.898345,6.055336,5.9497285,5.7391305,6.898345,6.84585,5.5285325,5.9497285,5.7916255
8.53026513256628e-08,0.064743053,6.898345,6.1609435,6.055336,5.844738,6.9514575,7.0564475,5.7391305,5.844738,5.9497285
8.59029514757379e-08,0.048109871,7.0564475,6.265934,6.055336,5.7916255,6.9514575,7.2145505,5.7391305,5.897233,6.107831
8.65032516258129e-08,0.014940688,7.267663,6.2134385,6.2134385,5.844738,7.320158,7.0564475,5.844738,6.055336,6.265934
8.71035517758879e-08,0.031573945,7.1620555,6.3190465,6.4240365,6.002841,7.1620555,7.2145505,6.055336,6.107831,6.2134385
8.7703851925963e-08,0.039841908,7.2145505,6.3715415,6.3715415,6.107831,7.372653,7.267663,5.9497285,6.1609435,6.265934
8.8304152076038e-08,0.039841908,7.320158,6.635252,6.5821395,6.1609435,7.372653,7.425766,6.002841,6.265934,6.2134385
8.8904452226113e-08,0.023208726,7.267663,6.5821395,6.4240365,6.4240365,7.425766,7.530756,6.2134385,6.3715415,6.5821395
8.95047523761881e-08,0.039841908,7.6888585,6.740242,6.5296445,6.265934,7.425766,7.6363635,6.265934,6.5821395,6.5296445
9.01050525262631e-08,0.039841908,7.6888585,6.740242,6.5296445,6.265934,7.530756,7.6888585,6.3715415,6.5821395,6.687747
9.07053526763382e-08,0.031573945,7.6888585,6.84585,6.740242,6.477149,7.7944665,7.7944665,6.3715415,6.687747,6.687747
9.13056528264132e-08,0.031573945,8.005064,6.84585,6.84585,6.5821395,7.7419715,8.110672,6.4240365,6.635252,6.84585
9.19059529764883e-08,0.023208726,8.005064,6.898345,6.898345,6.5821395,7.8469615,8.005064,6.4240365,6.7933545,6.84585
9.25062531265633e-08,0.064743053,8.005064,7.0564475,6.9514575,6.687747,7.952569,8.005064,6.5296445,6.84585,7.0039525
9.31065532766383e-08,0.039841908,8.163167,7.1620555,6.9514575,6.740242,8.163167,8.110672,6.740242,6.898345,6.898345
9.37068534267134e-08,0.039841908,8.163167,7.2145505,7.1620555,6.84585,8.21628,8.21628,6.7933545,7.0564475,7.0564475
9.43071535767884e-08,0.048109871,8.163167,7.267663,6.9514575,6.898345,8.268775,8.268775,6.84585,7.2145505,7.1620555
9.49074537268634e-08,0.031573945,8.32127,7.478261,7.425766,6.898345,8.163167,8.426877,7.0039525,7.2145505,7.2145505
9.55077538769385e-08,0.039841908,8.426877,7.478261,7.372653,7.0564475,8.532485,8.479373,6.9514575,7.320158,7.320158
9.61080540270135e-08,0.039841908,8.637475,7.530756,7.372653,7.267663,8.58498,8.479373,7.2145505,7.372653,7.372653
9.67083541770885e-08,0.056475091,8.743083,7.6888585,7.425766,7.2145505,8.479373,8.637475,7.1620555,7.425766,7.530756
9.73086543271636e-08,0.031573945,8.426877,7.6888585,7.6363635,7.1095605,8.637475,8.532485,7.2145505,7.478261,7.530756
9.79089544772386e-08,0.031573945,8.743083,8.005064,7.6363635,7.267663,8.637475,8.743083,7.372653,7.530756,7.530756
9.85092546273137e-08,0.031573945,8.901186,7.7419715,7.7419715,7.530756,8.743083,8.795578,7.478261,7.6363635,7.7944665
9.91095547773887e-08,0.056475091,8.848691,8.005064,7.8469615,7.5838685,8.953681,8.848691,7.530756,7.6888585,7.8469615
9.97098549274637e-08,0.039841908,8.901186,7.952569,7.8469615,7.530756,8.901186,9.006793,7.6363635,7.952569,7.7944665
1.00310155077539e-07,0.023208726,9.006793,7.952569,7.900074,7.530756,9.006793,8.953681,7.478261,7.8469615,7.900074
1.00910455227614e-07,0.048109871,9.217391,8.268775,8.005064,7.5838685,9.164896,8.953681,7.900074,7.952569,7.8469615
1.01510755377689e-07,0.048109871,9.164896,8.110672,8.110672,7.8469615,9.164896,9.217391,7.7419715,8.005064,7.952569
1.02111055527764e-07,0.048109871,9.164896,8.21628,8.005064,7.8469615,9.269886,9.217391,7.5838685,8.110672,8.058177
1.02711355677839e-07,0.056475091,9.217391,8.21628,8.21628,7.900074,9.322999,9.217391,7.952569,8.32127,8.163167
1.03311655827914e-07,0.039841908,9.322999,8.479373,8.058177,7.7944665,9.586092,9.481102,7.952569,8.21628,8.21628
1.03911955977989e-07,0.039841908,9.322999,8.268775,8.32127,7.952569,9.322999,9.586092,8.005064,8.268775,8.110672
1.04512256128064e-07,0.056475091,9.269886,8.426877,8.426877,7.952569,9.533597,9.481102,8.163167,8.426877,8.374382
1.05112556278139e-07,0.006672724,9.6917,8.479373,8.32127,8.163167,9.639205,9.639205,8.163167,8.374382,8.32127
1.05712856428214e-07,0.039841908,9.533597,8.637475,8.374382,8.163167,9.6917,9.6917,8.268775,8.426877,8.479373
1.06313156578289e-07,0.031573945,10.0604,8.743083,8.479373,8.268775,9.902297,9.849802,8.32127,8.479373,8.690588
1.06913456728364e-07,0.056475091,9.95541,8.58498,8.637475,8.268775,9.744195,9.95541,8.21628,8.637475,8.637475
1.07513756878439e-07,0.064743053,9.902297,8.690588,8.743083,8.426877,10.007905,10.113513,8.268775,8.58498,8.743083
1.08114057028514e-07,0.023208726,9.95541,8.795578,8.795578,8.374382,10.007905,10.007905,8.32127,8.58498,8.690588
1.08714357178589e-07,0.039841908,10.113513,9.059289,8.637475,8.637475,10.218503,10.0604,8.532485,8.848691,8.743083
1.09314657328664e-07,0.039841908,10.166008,9.164896,8.901186,8.532485,10.324111,10.218503,8.532485,8.795578,8.743083
1.09914957478739e-07,0.056475091,10.113513,9.164896,9.006793,8.532485,10.324111,10.429718,8.479373,8.690588,8.743083
1.10515257628814e-07,0.039841908,10.271616,9.322999,8.901186,8.743083,10.376606,10.534708,8.58498,8.953681,8.901186
1.11115557778889e-07,0.039841908,10.482213,9.322999,9.006793,8.848691,10.429718,10.482213,8.795578,9.111784,9.217391
1.11715857928964e-07,0.039841908,10.692811,9.375494,9.217391,8.848691,10.692811,10.587821,8.795578,9.217391,9.164896
1.1231615807904e-07,0.039841908,10.482213,9.322999,9.217391,8.901186,10.692811,10.745924,8.848691,9.059289,9.269886
1.12916458229115e-07,0.031573945,10.692811,9.427989,9.269886,8.953681,10.745924,10.745924,8.953681,9.269886,9.217391
1.1351675837919e-07,0.031573945,10.745924,9.744195,9.427989,9.059289,10.798419,10.850914,9.217391,9.269886,9.322999
1.14117058529265e-07,0.039841908,10.640316,9.481102,9.375494,9.164896,10.850914,10.798419,9.269886,9.481102,9.586092
1.1471735867934e-07,0.048109871,10.956522,9.6917,9.427989,9.059289,11.009017,11.062129,9.164896,9.533597,9.375494
1.15317658829415e-07,0.039841908,10.798419,9.744195,9.533597,9.269886,10.850914,10.850914,9.164896,9.744195,9.797307
1.1591795897949e-07,0.048109871,11.009017,9.902297,9.639205,9.481102,11.16712,11.114625,9.427989,9.6917,9.586092
1.16518259129565e-07,0.031573945,11.114625,10.0604,9.6917,9.375494,11.16712,11.220232,9.481102,9.6917,9.797307
1.1711855927964e-07,0.023208726,11.114625,10.271616,9.797307,9.269886,11.220232,11.220232,9.533597,9.849802,9.849802
1.17718859429715e-07,0.039841908,11.114625,10.113513,9.902297,9.322999,11.220232,11.325222,9.481102,9.797307,9.849802
1.1831915957979e-07,0.039841908,11.272727,10.271616,10.007905,9.586092,11.378335,11.325222,9.427989,9.639205,10.007905
1.18919459729865e-07,0.039841908,11.325222,10.271616,10.113513,9.639205,11.536438,11.43083,9.6917,9.95541,10.0604
1.1951975987994e-07,0.031573945,11.43083,10.324111,10.218503,9.6917,11.483325,11.536438,9.849802,9.849802,10.166008
1.20120060030015e-07,0.056475091,11.536438,10.376606,10.166008,9.849802,11.536438,11.536438,9.95541,10.113513,10.166008
1.2072036018009e-07,0.031573945,11.536438,10.482213,10.271616,9.902297,11.588933,11.536438,10.166008,10.218503,10.218503
1.21320660330165e-07,0.023208726,11.536438,10.587821,10.376606,9.902297,11.483325,11.694541,10.007905,10.534708,10.429718
1.2192096048024e-07,0.023208726,11.905138,10.692811,10.376606,9.902297,11.799531,11.852643,10.166008,10.482213,10.482213
1.22521260630315e-07,0.056475091,11.905138,10.640316,10.482213,10.0604,11.957633,11.799531,10.166008,10.534708,10.534708
1.2312156078039e-07,0.039841908,11.957633,10.534708,10.534708,10.166008,11.957633,11.957633,10.324111,10.482213,10.640316
1.23721860930465e-07,0.031573945,11.852643,10.745924,10.587821,10.113513,11.905138,11.747036,10.376606,10.482213,10.587821
1.2432216108054e-07,0.023208726,12.010746,10.956522,10.640316,10.166008,12.115736,12.168849,10.534708,10.534708,10.640316
1.24922461230615e-07,0.031573945,12.063241,10.956522,10.745924,10.429718,12.221344,12.115736,10.218503,10.640316,10.640316
1.2552276138069e-07,0.048109871,12.010746,10.904027,10.798419,10.324111,12.115736,12.010746,10.376606,10.798419,10.692811
1.26123061530765e-07,0.039841908,12.168849,11.009017,10.745924,10.482213,12.326952,12.273839,10.482213,10.745924,10.798419
1.2672336168084e-07,0.039841908,12.115736,11.009017,10.904027,10.429718,12.273839,12.273839,10.429718,10.850914,10.798419
1.27323661830915e-07,0.031573945,12.326952,11.062129,10.904027,10.640316,12.379447,12.273839,10.534708,10.904027,10.904027
1.27923961980991e-07,0.031573945,12.273839,11.062129,11.062129,10.640316,12.379447,12.221344,10.587821,11.009017,11.114625
1.28524262131066e-07,0.039841908,12.485054,11.114625,11.114625,10.692811,12.431942,12.379447,10.956522,10.956522,11.16712
1.29124562281141e-07,0.048109871,12.485054,11.378335,11.220232,10.745924,12.431942,12.485054,10.850914,11.062129,11.009017
1.29724862431216e-07,0.048109871,12.485054,11.325222,11.062129,10.745924,12.643157,12.537549,10.745924,11.114625,11.16712
1.30325162581291e-07,0.031573945,12.537549,11.378335,11.272727,10.904027,12.590044,12.590044,10.956522,11.272727,11.16712
1.30925462731366e-07,0.056475091,12.643157,11.588933,11.272727,10.850914,12.643157,12.537549,11.114625,11.378335,11.536438
1.31525762881441e-07,0.031573945,12.537549,11.588933,11.325222,10.956522,12.695652,12.590044,10.956522,11.325222,11.272727
1.32126063031516e-07,0.039841908,12.643157,11.378335,11.378335,11.114625,12.748147,12.643157,11.062129,11.43083,11.536438
1.32726363181591e-07,0.039841908,12.643157,11.641428,11.43083,11.16712,12.853755,12.853755,11.062129,11.641428,11.536438
1.33326663331666e-07,0.031573945,12.80126,11.747036,11.536438,11.16712,12.90625,12.853755,11.220232,11.43083,11.641428
1.33926963481741e-07,0.073011091,12.959363,11.799531,11.588933,11.325222,12.90625,12.853755,11.272727,11.641428,11.641428
1.34527263631816e-07,0.031573945,12.748147,11.799531,11.799531,11.220232,12.80126,13.117465,11.43083,11.588933,11.694541
1.35127563781891e-07,0.039841908,13.064353,11.852643,11.536438,11.43083,13.064353,13.011858,11.272727,11.641428,11.747036
1.35727863931966e-07,0.039841908,13.064353,11.905138,11.747036,11.43083,13.011858,13.064353,11.272727,11.641428,11.905138
1.36328164082041e-07,0.023208726,12.959363,11.799531,11.641428,11.536438,13.117465,13.064353,11.43083,11.799531,11.852643
1.36928464232116e-07,0.031573945,13.117465,12.168849,11.957633,11.536438,13.222456,13.222456,11.588933,11.905138,12.010746
1.37528764382191e-07,0.031573945,13.117465,12.221344,12.063241,11.536438,13.275568,13.117465,11.905138,11.852643,12.115736
1.38129064532266e-07,0.031573945,13.275568,12.168849,12.063241,11.588933,13.16996,13.328063,11.799531,12.115736,12.063241
1.38729364682341e-07,0.023208726,13.275568,12.221344,12.010746,11.694541,13.486166,13.433671,11.799531,12.326952,12.115736
1.39329664832416e-07,0.031573945,13.433671,12.326952,12.010746,11.799531,13.380558,13.433671,11.905138,12.168849,12.168849
1.39929964982491e-07,0.039841908,13.486166,12.273839,12.273839,11.799531,13.591774,13.591774,11.905138,12.273839,12.379447
1.40530265132566e-07,0.031573945,13.538661,12.485054,12.379447,11.852643,13.591774,13.644269,11.852643,12.273839,12.221344
1.41130565282641e-07,0.031573945,13.749876,12.379447,12.326952,11.905138,13.591774,13.486166,11.957633,12.168849,12.273839
1.41730865432716e-07,0.014940688,13.644269,12.537549,12.431942,11.957633,13.696764,13.538661,12.221344,12.326952,12.485054
1.42331165582791e-07,0.023208726,13.591774,12.431942,12.431942,12.010746,13.644269,13.854867,12.063241,12.431942,12.485054
1.42931465732866e-07,0.023208726,13.433671,12.695652,12.485054,12.115736,13.644269,13.591774,12.168849,12.485054,12.485054
1.43531765882941e-07,0.031573945,13.696764,12.695652,12.485054,12.168849,13.696764,13.854867,12.273839,12.537549,12.590044
1.44132066033017e-07,0.039841908,13.749876,12.695652,12.590044,12.168849,13.960474,13.854867,12.273839,12.485054,12.643157
1.44732366183092e-07,0.039841908,13.644269,12.590044,12.643157,12.379447,14.066082,13.854867,12.326952,12.695652,12.748147
1.45332666333167e-07,0.031573945,13.907979,12.80126,12.695652,12.379447,13.907979,14.012969,12.326952,12.537549,12.80126
1.45932966483242e-07,0.031573945,14.066082,12.695652,12.80126,12.326952,14.012969,13.960474,12.431942,12.695652,12.853755
1.46533266633317e-07,0.031573945,14.012969,13.064353,12.537549,12.326952,14.066082,14.066082,12.485054,12.643157,12.748147
1.47133566783392e-07,0.023208726,13.854867,12.853755,12.80126,12.537549,13.907979,14.171072,12.431942,12.90625,12.90625
1.47733866933467e-07,0.039841908,14.171072,13.117465,12.90625,12.643157,14.27668,14.118577,12.537549,12.959363,12.853755
1.48334167083542e-07,0.023208726,14.171072,13.117465,12.959363,12.537549,14.066082,14.171072,12.643157,12.959363,12.853755
1.48934467233617e-07,0.031573945,14.118577,13.222456,12.90625,12.590044,14.329175,14.066082,12.485054,12.959363,12.959363
1.49534767383692e-07,0.039841908,14.329175,13.275568,13.222456,12.590044,14.224185,14.329175,12.853755,13.117465,13.117465
1.50135067533767e-07,0.023208726,14.27668,13.222456,13.16996,12.590044,14.487278,14.329175,12.80126,13.117465,13.16996
1.50735367683842e-07,0.039841908,14.27668,13.275568,13.328063,12.748147,14.382288,14.54039,12.80126,13.117465,13.064353
1.51335667833917e-07,0.023208726,14.329175,13.222456,13.117465,12.80126,14.224185,14.382288,12.80126,13.16996,13.380558
1.51935967983992e-07,0.014940688,14.329175,13.380558,13.222456,12.959363,14.224185,14.382288,12.959363,13.275568,13.064353
1.52536268134067e-07,0.031573945,14.487278,13.328063,13.275568,12.959363,14.54039,14.434783,13.011858,13.222456,13.16996
1.53136568284142e-07,0.031573945,14.592885,13.538661,13.222456,12.959363,14.54039,14.592885,12.959363,13.328063,13.328063
1.53736868434217e-07,0.031573945,14.382288,13.380558,13.433671,12.959363,14.487278,14.64538,13.011858,13.433671,13.328063
1.54337168584292e-07,0.031573945,14.434783,13.433671,13.433671,13.064353,14.64538,14.64538,13.117465,13.380558,13.328063
1.54937468734367e-07,0.039841908,14.698493,13.433671,13.380558,13.16996,14.54039,14.592885,13.117465,13.433671,13.433671
1.55537768884442e-07,0.048109871,14.698493,13.538661,13.591774,13.117465,14.856596,14.750988,13.275568,13.538661,13.538661
1.56138069034517e-07,0.014940688,14.856596,13.591774,13.538661,12.959363,14.698493,14.698493,13.16996,13.538661,13.380558
1.56738369184592e-07,0.031573945,14.64538,13.591774,13.538661,13.16996,14.803483,14.750988,13.275568,13.696764,13.644269
1.57338669334667e-07,0.006672724,14.803483,13.591774,13.591774,13.275568,14.856596,14.803483,13.380558,13.644269,13.802372
1.57938969484742e-07,0.023208726,14.698493,13.749876,13.486166,13.275568,14.750988,14.803483,13.380558,13.644269,13.749876
1.58539269634817e-07,0.023208726,14.803483,13.854867,13.696764,13.275568,14.803483,14.803483,13.486166,13.696764,13.644269
1.59139569784892e-07,0.023208726,14.961586,13.854867,13.696764,13.275568,14.856596,14.909091,13.380558,13.749876,13.802372
1.59739869934967e-07,0.031573945,14.803483,13.960474,13.749876,13.328063,14.961586,14.909091,13.696764,13.644269,13.696764
1.60340170085043e-07,0.031573945,14.856596,13.907979,13.696764,13.538661,14.909091,14.856596,13.486166,13.854867,13.749876
1.60940470235118e-07,0.048109871,14.698493,13.907979,13.749876,13.433671,15.014699,14.909091,13.591774,13.749876,13.960474
1.61540770385193e-07,0.014940688,14.961586,14.012969,13.854867,13.591774,15.014699,14.909091,13.749876,14.012969,13.802372
1.62141070535268e-07,0.023208726,14.909091,14.066082,13.749876,13.802372,14.803483,14.909091,13.591774,13.960474,13.854867
1.62741370685343e-07,0.023208726,15.067194,14.012969,13.802372,13.802372,14.961586,14.961586,13.486166,14.012969,13.749876
1.63341670835418e-07,0.006672724,14.856596,14.171072,13.854867,13.696764,15.119689,14.856596,13.644269,14.066082,13.907979
1.63941970985493e-07,0.023208726,15.014699,14.171072,13.907979,13.538661,15.014699,15.172801,13.749876,14.171072,14.066082
1.64542271135568e-07,0.014940688,14.909091,14.224185,14.012969,13.644269,15.119689,15.172801,13.749876,13.960474,14.012969
1.65142571285643e-07,0.039841908,15.067194,14.171072,13.907979,13.854867,15.067194,15.172801,13.802372,14.012969,14.066082
1.65742871435718e-07,0.039841908,15.014699,14.27668,14.066082,13.749876,15.225296,15.277792,13.749876,13.960474,14.066082
1.66343171585793e-07,0.023208726,15.119689,14.171072,14.012969,13.907979,15.383399,15.172801,13.960474,14.171072,14.171072
1.66943471735868e-07,0.023208726,15.277792,14.27668,14.066082,13.907979,15.383399,15.225296,13.854867,14.224185,14.224185
1.67543771885943e-07,0.031573945,15.277792,14.382288,14.066082,14.012969,15.277792,15.172801,14.066082,14.118577,14.171072
1.68144072036018e-07,0.039841908,15.330904,14.27668,14.171072,13.854867,15.435894,15.277792,14.066082,14.382288,14.224185
1.68744372186093e-07,0.031573945,15.277792,14.329175,14.329175,14.066082,15.330904,15.172801,14.012969,14.329175,14.434783
1.69344672336168e-07,0.023208726,15.435894,14.329175,14.066082,14.224185,15.172801,15.277792,14.012969,14.224185,14.329175
1.69944972486243e-07,0.031573945,15.383399,14.382288,14.171072,13.960474,15.64711,15.383399,13.960474,14.434783,14.329175
1.70545272636318e-07,0.031573945,15.435894,14.54039,14.27668,14.012969,15.541502,15.383399,14.066082,14.487278,14.382288
1.71145572786393e-07,0.048109871,15.64711,14.329175,14.329175,14.171072,15.593997,15.435894,14.118577,14.382288,14.487278
1.71745872936468e-07,0.023208726,15.225296,14.487278,14.487278,14.118577,15.541502,15.489007,14.066082,14.382288,14.54039
1.72346173086543e-07,0.031573945,15.330904,14.54039,14.434783,14.066082,15.330904,15.435894,14.171072,14.382288,14.487278
1.72946473236618e-07,0.039841908,15.593997,14.803483,14.592885,14.224185,15.435894,15.435894,14.224185,14.382288,14.487278
1.73546773386693e-07,0.023208726,15.435894,14.698493,14.434783,14.118577,15.593997,15.489007,14.329175,14.487278,14.592885
1.74147073536768e-07,0.039841908,15.383399,14.698493,14.487278,14.27668,15.489007,15.435894,14.329175,14.54039,14.434783
1.74747373686843e-07,0.048109871,15.383399,14.750988,14.487278,14.27668,15.64711,15.435894,14.224185,14.54039,14.64538
1.75347673836918e-07,0.023208726,15.435894,14.592885,14.382288,14.382288,15.593997,15.383399,14.54039,14.487278,14.64538
1.75947973986994e-07,0.023208726,15.489007,14.698493,14.487278,14.224185,15.593997,15.64711,14.171072,14.698493,14.64538
1.76548274137069e-07,0.014940688,15.593997,14.64538,14.64538,14.224185,15.593997,15.489007,14.329175,14.64538,14.54039
1.77148574287144e-07,0.031573945,15.541502,14.856596,14.64538,14.224185,15.64711,15.435894,14.487278,14.856596,14.750988
1.77748874437219e-07,0.023208726,15.489007,14.909091,14.592885,14.224185,15.64711,15.64711,14.54039,14.698493,14.803483
1.78349174587294e-07,0.039841908,15.593997,14.856596,14.803483,14.592885,15.593997,15.64711,14.329175,14.64538,14.856596
1.78949474737369e-07,0.048109871,15.64711,14.803483,14.698493,14.382288,15.7521,15.7521,14.487278,14.803483,14.803483
1.79549774887444e-07,0.031573945,15.64711,14.856596,14.803483,14.592885,15.64711,15.699605,14.487278,14.856596,14.64538
1.80150075037519e-07,0.006672724,15.64711,14.961586,14.750988,14.54039,15.593997,15.7521,14.329175,14.750988,14.961586
1.80750375187594e-07,0.039841908,15.593997,14.856596,14.698493,14.592885,15.64711,15.593997,14.592885,15.014699,14.750988
1.81350675337669e-07,0.031573945,15.64711,14.803483,14.803483,14.434783,15.699605,15.593997,14.64538,14.750988,14.961586
1.81950975487744e-07,0.006672724,15.593997,14.961586,14.54039,14.592885,15.7521,15.64711,14.698493,14.856596,14.856596
1.82551275637819e-07,0.014940688,15.64711,14.961586,14.803483,14.487278,15.64711,15.7521,14.434783,14.803483,14.803483
1.83151575787894e-07,0.031573945,15.7521,15.067194,14.803483,14.592885,15.805212,15.7521,14.698493,14.856596,14.909091
1.83751875937969e-07,0.031573945,15.7521,14.961586,14.961586,14.54039,15.805212,15.7521,14.64538,14.803483,14.961586
1.84352176088044e-07,0.039841908,15.805212,15.067194,14.803483,14.698493,15.805212,15.7521,14.64538,14.856596,14.961586
1.84952476238119e-07,0.048109871,15.699605,14.961586,14.803483,14.698493,15.699605,15.7521,14.750988,14.961586,14.961586
1.85552776388194e-07,0.023208726,15.857708,14.961586,14.909091,14.698493,15.805212,15.7521,14.698493,14.961586,15.119689
1.86153076538269e-07,0.031573945,15.7521,15.119689,14.856596,14.698493,15.805212,15.805212,14.750988,15.014699,15.014699
1.86753376688344e-07,0.014940688,15.805212,15.067194,14.961586,14.750988,15.805212,15.7521,14.856596,14.856596,15.067194
1.87353676838419e-07,0.039841908,15.910203,15.119689,14.961586,14.64538,15.963315,15.805212,14.803483,15.172801,14.803483
1.87953976988494e-07,0.023208726,15.64711,15.014699,14.961586,14.803483,15.805212,15.857708,14.803483,15.067194,15.119689
1.88554277138569e-07,0.023208726,15.7521,15.119689,14.909091,14.803483,15.963315,15.910203,14.961586,15.067194,14.961586
1.89154577288644e-07,0.031573945,15.805212,14.961586,14.856596,14.856596,15.963315,15.857708,14.698493,14.961586,15.014699
1.89754877438719e-07,0.023208726,15.910203,15.067194,15.014699,14.961586,15.963315,15.593997,14.909091,15.172801,15.119689
1.90355177588794e-07,0.039841908,15.805212,15.172801,14.961586,14.803483,15.857708,15.910203,14.909091,14.961586,15.119689
1.90955477738869e-07,0.031573945,15.857708,15.172801,14.961586,14.750988,15.963315,15.857708,14.909091,15.067194,15.119689
1.91555777888944e-07,0.031573945,16.068306,15.172801,15.067194,14.803483,15.805212,15.699605,14.856596,15.067194,15.119689
1.9215607803902e-07,0.006672724,15.963315,15.172801,15.172801,14.856596,15.963315,15.857708,14.856596,15.119689,15.172801
1.92756378189095e-07,0.031573945,15.963315,15.330904,15.225296,14.961586,16.01581,15.857708,14.961586,15.119689,15.225296
1.9335667833917e-07,0.006672724,15.7521,15.225296,15.172801,14.961586,15.857708,15.963315,15.067194,15.277792,15.277792
1.93956978489245e-07,0.023208726,15.805212,15.172801,15.172801,14.909091,15.7521,15.910203,14.961586,15.014699,15.014699
1.9455727863932e-07,0.006672724,15.857708,15.383399,15.172801,14.961586,15.805212,15.910203,14.961586,15.277792,15.119689
1.95157578789395e-07,0.023208726,15.910203,15.172801,15.119689,14.961586,16.01581,15.64711,15.119689,15.225296,15.277792
1.9575787893947e-07,0.031573945,15.857708,15.172801,15.119689,14.961586,16.068306,16.01581,14.961586,15.172801,15.277792
1.96358179089545e-07,0.023208726,15.7521,15.277792,15.277792,15.014699,15.910203,15.963315,14.961586,15.172801,15.277792
1.9695847923962e-07,0.031573945,15.857708,15.014699,15.277792,15.067194,15.910203,15.910203,15.067194,15.119689,15.330904
1.97558779389695e-07,0.039841908,15.910203,15.330904,15.014699,14.961586,16.01581,15.699605,14.961586,15.330904,15.383399
1.9815907953977e-07,0.023208726,15.805212,15.383399,15.172801,14.961586,15.963315,15.805212,15.067194,15.383399,15.330904
1.98759379689845e-07,0.014940688,15.910203,15.277792,15.119689,15.014699,16.01581,15.805212,15.172801,15.330904,15.330904
1.9935967983992e-07,0.023208726,15.805212,15.330904,15.225296,14.909091,15.910203,15.910203,14.961586,15.330904,15.277792
1.99959979989995e-07,0.014940688,16.01581,15.330904,15.172801,15.014699,16.068306,16.01581,15.067194,15.330904,15.119689
2.0056028014007e-07,0.031573945,15.857708,15.330904,15.119689,14.909091,15.910203,15.805212,14.961586,15.330904,15.172801
2.01160580290145e-07,0.014940688,15.963315,15.277792,15.119689,14.803483,15.7521,15.910203,14.961586,15.383399,15.172801
2.0176088044022e-07,0.039841908,16.068306,15.330904,15.119689,15.014699,15.910203,16.01581,14.909091,15.172801,15.277792
2.02361180590295e-07,0.014940688,15.857708,15.172801,15.119689,15.014699,15.857708,15.805212,15.067194,15.172801,15.225296
2.0296148074037e-07,0.023208726,15.7521,15.435894,15.172801,15.014699,15.857708,15.910203,15.014699,15.435894,15.330904
2.03561780890445e-07,0.031573945,15.7521,15.330904,15.225296,15.119689,15.963315,15.910203,14.856596,15.172801,15.330904
2.0416208104052e-07,0.014940688,15.699605,15.330904,15.330904,15.119689,15.910203,15.805212,15.172801,15.330904,15.330904
2.04762381190595e-07,0.023208726,15.910203,15.277792,15.225296,14.961586,15.7521,15.7521,15.067194,15.330904,15.225296
2.0536268134067e-07,0.031573945,15.805212,15.277792,15.172801,14.961586,15.7521,15.857708,15.225296,15.277792,15.435894
2.05962981490745e-07,0.031573945,15.910203,15.172801,15.277792,15.119689,15.857708,15.7521,15.172801,15.330904,15.277792
2.0656328164082e-07,0.023208726,15.857708,15.277792,15.067194,15.014699,15.910203,15.805212,15.014699,15.435894,15.277792
2.07163581790895e-07,-0.001692495,15.805212,15.435894,15.014699,15.014699,15.7521,15.910203,15.172801,15.435894,15.277792
