t,ndyag,d01,d02,d03,d04,d05,d06,d07,d08,d09,d10,d11,d12
1.87E-07,0.03157394499,3.927416325,3.9966402,4.14886815,3.89985645,4.0381425,4.217930325,4.300933875,4.176428025,4.13492625,4.12114605,4.079644275,4.2871542
1.87E-07,0.03984190812,3.941358225,3.9966402,4.176428025,3.89985645,4.0381425,4.217930325,4.2594321,4.16264835,4.14886815,4.14886815,4.079644275,4.2456519
1.88E-07,0.04810987125,3.941358225,4.0243623,4.204150125,3.91363665,4.093424475,4.204150125,4.2456519,4.190369925,4.176428025,4.12114605,4.107366375,4.273374525
1.89E-07,0.02320872561,3.941358225,3.9966402,4.190369925,3.91363665,4.0243623,4.231872225,4.2456519,4.190369925,4.190369925,4.13492625,4.079644275,4.273374525
1.89E-07,0.03157394499,3.968918625,4.0243623,4.217930325,3.91363665,4.051922175,4.2456519,4.2594321,4.16264835,4.176428025,4.13492625,4.079644275,4.273374525
1.90E-07,0.01494068751,4.010419875,3.968918625,4.204150125,3.941358225,4.079644275,4.231872225,4.300933875,4.190369925,4.16264835,4.14886815,4.12114605,4.328655975
1.90E-07,0.03984190812,3.955138425,4.065864075,4.14886815,3.885914025,4.0243623,4.273374525,4.2871542,4.16264835,4.176428025,4.190369925,4.12114605,4.2871542
1.91E-07,0.02320872561,3.982860525,4.065864075,4.16264835,3.91363665,4.079644275,4.2594321,4.231872225,4.176428025,4.190369925,4.107366375,4.13492625,4.328655975
1.92E-07,0.02320872561,3.982860525,4.0243623,4.204150125,3.941358225,4.065864075,4.2456519,4.273374525,4.16264835,4.204150125,4.13492625,4.13492625,4.328655975
1.92E-07,0.03157394499,4.010419875,4.065864075,4.204150125,3.955138425,4.065864075,4.231872225,4.2456519,4.16264835,4.204150125,4.107366375,4.12114605,4.314875775
1.93E-07,0.02320872561,4.010419875,4.0243623,4.190369925,3.941358225,4.065864075,4.2594321,4.2456519,4.176428025,4.231872225,4.093424475,4.079644275,4.300933875
1.93E-07,0.03984190812,4.0381425,4.0243623,4.2594321,3.941358225,4.12114605,4.273374525,4.231872225,4.16264835,4.217930325,4.13492625,4.13492625,4.328655975
1.94E-07,0.03157394499,4.010419875,4.065864075,4.190369925,3.968918625,4.079644275,4.2456519,4.273374525,4.190369925,4.204150125,4.14886815,4.12114605,4.300933875
1.95E-07,0.03157394499,4.051922175,4.051922175,4.2456519,3.955138425,4.093424475,4.2456519,4.2871542,4.217930325,4.231872225,4.12114605,4.093424475,4.300933875
1.95E-07,0.00667272438,3.9966402,4.065864075,4.204150125,3.955138425,4.079644275,4.273374525,4.2871542,4.231872225,4.16264835,4.13492625,4.13492625,4.314875775
1.96E-07,0.03157394499,4.0381425,4.051922175,4.231872225,3.9966402,4.13492625,4.217930325,4.217930325,4.217930325,4.190369925,4.16264835,4.13492625,4.314875775
1.96E-07,0.00667272438,4.010419875,4.065864075,4.190369925,3.982860525,4.079644275,4.273374525,4.2594321,4.217930325,4.217930325,4.14886815,4.13492625,4.314875775
1.97E-07,0.02320872561,4.0381425,4.0243623,4.204150125,4.0243623,4.079644275,4.273374525,4.2594321,4.204150125,4.2456519,4.16264835,4.14886815,4.356378075
1.98E-07,0.00667272438,4.065864075,4.093424475,4.217930325,4.010419875,4.093424475,4.2594321,4.300933875,4.204150125,4.217930325,4.176428025,4.16264835,4.328655975
1.98E-07,0.02320872561,4.0381425,4.065864075,4.231872225,3.982860525,4.079644275,4.273374525,4.328655975,4.217930325,4.2456519,4.190369925,4.176428025,4.328655975
1.99E-07,0.03157394499,4.0381425,4.0381425,4.217930325,3.982860525,4.093424475,4.2871542,4.300933875,4.16264835,4.217930325,4.176428025,4.14886815,4.314875775
1.99E-07,0.02320872561,4.051922175,4.079644275,4.217930325,4.0243623,4.107366375,4.2594321,4.273374525,4.2456519,4.231872225,4.190369925,4.12114605,4.328655975
2.00E-07,0.03157394499,4.065864075,4.051922175,4.190369925,4.010419875,4.107366375,4.273374525,4.300933875,4.2456519,4.204150125,4.176428025,4.176428025,4.328655975
2.01E-07,0.03984190812,4.0381425,4.093424475,4.204150125,4.0243623,4.12114605,4.2871542,4.2871542,4.231872225,4.204150125,4.204150125,4.13492625,4.342436175
2.01E-07,0.02320872561,4.065864075,4.093424475,4.217930325,3.9966402,4.107366375,4.2871542,4.2871542,4.204150125,4.2456519,4.176428025,4.16264835,4.314875775
2.02E-07,0.01494068751,4.010419875,4.079644275,4.231872225,3.968918625,4.12114605,4.2594321,4.231872225,4.217930325,4.2456519,4.16264835,4.093424475,4.328655975
2.02E-07,0.02320872561,4.051922175,4.079644275,4.217930325,3.955138425,4.12114605,4.2594321,4.2456519,4.2456519,4.231872225,4.176428025,4.14886815,4.356378075
2.03E-07,0.01494068751,4.065864075,4.093424475,4.204150125,4.010419875,4.093424475,4.273374525,4.2594321,4.217930325,4.204150125,4.16264835,4.14886815,4.273374525
2.04E-07,0.03157394499,4.065864075,4.12114605,4.204150125,3.9966402,4.13492625,4.231872225,4.273374525,4.204150125,4.190369925,4.204150125,4.16264835,4.342436175
2.04E-07,0.01494068751,4.065864075,4.093424475,4.204150125,3.9966402,4.12114605,4.231872225,4.2594321,4.204150125,4.16264835,4.16264835,4.14886815,4.342436175
2.05E-07,0.03984190812,4.107366375,4.107366375,4.2456519,4.010419875,4.13492625,4.2871542,4.2456519,4.204150125,4.231872225,4.190369925,4.176428025,4.328655975
2.05E-07,0.01494068751,4.051922175,4.079644275,4.176428025,4.0381425,4.14886815,4.273374525,4.2594321,4.217930325,4.231872225,4.190369925,4.16264835,4.2871542
2.06E-07,0.02320872561,4.0381425,4.12114605,4.204150125,4.0243623,4.13492625,4.2594321,4.273374525,4.190369925,4.204150125,4.204150125,4.16264835,4.314875775
2.07E-07,0.03157394499,4.065864075,4.079644275,4.204150125,3.982860525,4.14886815,4.2594321,4.273374525,4.217930325,4.204150125,4.176428025,4.176428025,4.300933875
2.07E-07,0.01494068751,4.0381425,4.079644275,4.190369925,3.9966402,4.14886815,4.2456519,4.314875775,4.204150125,4.2456519,4.16264835,4.12114605,4.314875775
2.08E-07,0.02320872561,3.9966402,4.12114605,4.231872225,4.010419875,4.13492625,4.273374525,4.2594321,4.190369925,4.2594321,4.190369925,4.176428025,4.342436175
2.08E-07,0.03157394499,4.0243623,4.13492625,4.176428025,4.051922175,4.079644275,4.2594321,4.273374525,4.190369925,4.217930325,4.16264835,4.14886815,4.300933875
2.09E-07,0.03157394499,4.051922175,4.093424475,4.190369925,3.9966402,4.107366375,4.2456519,4.273374525,4.217930325,4.190369925,4.176428025,4.14886815,4.314875775
2.10E-07,0.02320872561,4.051922175,4.093424475,4.190369925,3.9966402,4.14886815,4.2594321,4.231872225,4.231872225,4.217930325,4.14886815,4.13492625,4.328655975
2.10E-07,-0.001692495315,4.051922175,4.079644275,4.217930325,4.0381425,4.13492625,4.231872225,4.2456519,4.176428025,4.217930325,4.190369925,4.16264835,4.300933875
2.11E-07,0.02320872561,4.079644275,4.107366375,4.176428025,4.0381425,4.14886815,4.231872225,4.273374525,4.204150125,4.217930325,4.176428025,4.14886815,4.2871542
2.11E-07,0.02320872561,4.065864075,4.107366375,4.190369925,4.0381425,4.16264835,4.231872225,4.2456519,4.190369925,4.176428025,4.14886815,4.12114605,4.300933875
2.12E-07,0.03157394499,4.065864075,4.093424475,4.231872225,4.065864075,4.12114605,4.217930325,4.2456519,4.176428025,4.231872225,4.190369925,4.14886815,4.328655975
2.13E-07,0.02320872561,4.0243623,4.079644275,4.217930325,4.051922175,4.12114605,4.231872225,4.2456519,4.176428025,4.204150125,4.13492625,4.16264835,4.328655975
2.13E-07,-0.001692495315,4.051922175,4.079644275,4.190369925,4.051922175,4.093424475,4.2456519,4.2594321,4.176428025,4.204150125,4.176428025,4.12114605,4.2871542
2.14E-07,0.01494068751,4.065864075,4.079644275,4.16264835,4.0243623,4.107366375,4.176428025,4.2456519,4.176428025,4.204150125,4.16264835,4.12114605,4.314875775
2.14E-07,0.02320872561,4.0381425,4.093424475,4.176428025,4.010419875,4.12114605,4.204150125,4.2456519,4.176428025,4.176428025,4.14886815,4.107366375,4.2871542
2.15E-07,-0.001692495315,4.065864075,4.065864075,4.14886815,4.051922175,4.093424475,4.2456519,4.2594321,4.14886815,4.204150125,4.16264835,4.13492625,4.2871542
2.16E-07,0.03157394499,4.051922175,4.107366375,4.13492625,3.968918625,4.079644275,4.204150125,4.190369925,4.16264835,4.190369925,4.16264835,4.16264835,4.300933875
2.16E-07,0.00667272438,4.051922175,4.079644275,4.14886815,4.0243623,4.107366375,4.204150125,4.217930325,4.176428025,4.12114605,4.14886815,4.12114605,4.273374525
2.17E-07,0.01494068751,4.0243623,4.065864075,4.176428025,4.010419875,4.107366375,4.204150125,4.190369925,4.12114605,4.16264835,4.12114605,4.13492625,4.2871542
2.17E-07,0.03157394499,4.0381425,4.12114605,4.13492625,3.9966402,4.093424475,4.16264835,4.190369925,4.13492625,4.14886815,4.12114605,4.12114605,4.2871542
2.18E-07,0.03157394499,4.065864075,4.107366375,4.16264835,4.051922175,4.079644275,4.190369925,4.14886815,4.13492625,4.176428025,4.107366375,4.093424475,4.273374525
2.19E-07,-0.001692495315,4.051922175,4.13492625,4.14886815,3.9966402,4.093424475,4.190369925,4.16264835,4.14886815,4.16264835,4.13492625,4.107366375,4.2456519
2.19E-07,0.01494068751,4.0381425,4.079644275,4.093424475,4.0243623,4.093424475,4.13492625,4.231872225,4.16264835,4.176428025,4.13492625,4.13492625,4.231872225
2.20E-07,0.01494068751,3.9966402,4.093424475,4.13492625,4.0381425,4.079644275,4.14886815,4.16264835,4.14886815,4.13492625,4.12114605,4.107366375,4.2456519
2.20E-07,0.02320872561,4.0381425,4.065864075,4.093424475,4.0243623,4.093424475,4.190369925,4.16264835,4.12114605,4.13492625,4.12114605,4.13492625,4.2594321
2.21E-07,0.02320872561,3.9966402,4.079644275,4.13492625,4.010419875,4.107366375,4.14886815,4.176428025,4.16264835,4.176428025,4.13492625,4.093424475,4.2456519
2.22E-07,0.03157394499,4.0243623,4.079644275,4.107366375,4.0243623,4.065864075,4.16264835,4.12114605,4.14886815,4.13492625,4.107366375,4.107366375,4.2456519
2.22E-07,0.02320872561,3.982860525,4.079644275,4.107366375,4.010419875,4.065864075,4.16264835,4.190369925,4.14886815,4.13492625,4.107366375,4.107366375,4.231872225
2.23E-07,0.02320872561,4.0243623,4.051922175,4.107366375,4.051922175,4.093424475,4.176428025,4.176428025,4.13492625,4.13492625,4.079644275,4.093424475,4.231872225
2.23E-07,0.04810987125,4.0381425,4.079644275,4.107366375,4.0381425,4.051922175,4.13492625,4.12114605,4.107366375,4.13492625,4.12114605,4.065864075,4.2456519
2.24E-07,0.01494068751,4.051922175,4.065864075,4.107366375,4.0381425,4.093424475,4.14886815,4.16264835,4.093424475,4.12114605,4.13492625,4.107366375,4.204150125
2.25E-07,0.03157394499,4.010419875,4.051922175,4.093424475,3.9966402,4.093424475,4.14886815,4.14886815,4.13492625,4.12114605,4.079644275,4.12114605,4.217930325
2.25E-07,0.01494068751,3.9966402,4.051922175,4.107366375,4.0243623,4.065864075,4.16264835,4.16264835,4.107366375,4.14886815,4.079644275,4.12114605,4.231872225
2.26E-07,0.02320872561,4.010419875,4.051922175,4.107366375,3.9966402,4.079644275,4.107366375,4.16264835,4.13492625,4.079644275,4.12114605,4.079644275,4.190369925
2.26E-07,0.03157394499,4.010419875,4.065864075,4.093424475,3.982860525,4.051922175,4.093424475,4.12114605,4.093424475,4.12114605,4.13492625,4.107366375,4.190369925
2.27E-07,0.03984190812,3.982860525,4.065864075,4.12114605,3.9966402,4.093424475,4.12114605,4.13492625,4.079644275,4.107366375,4.12114605,4.079644275,4.176428025
2.28E-07,0.01494068751,3.968918625,4.079644275,4.051922175,3.9966402,4.051922175,4.093424475,4.12114605,4.093424475,4.12114605,4.079644275,4.093424475,4.231872225
2.28E-07,0.01494068751,4.051922175,4.0243623,4.093424475,4.010419875,4.0243623,4.13492625,4.14886815,4.093424475,4.107366375,4.079644275,4.079644275,4.204150125
2.29E-07,0.02320872561,3.9966402,3.982860525,4.079644275,3.9966402,4.051922175,4.12114605,4.107366375,4.079644275,4.107366375,4.065864075,4.079644275,4.190369925
2.29E-07,0.02320872561,3.982860525,4.0381425,4.079644275,4.0243623,4.051922175,4.12114605,4.107366375,4.079644275,4.107366375,4.0381425,4.079644275,4.190369925
2.30E-07,0.03157394499,3.982860525,3.9966402,4.0381425,4.010419875,4.051922175,4.107366375,4.093424475,4.079644275,4.093424475,4.065864075,4.079644275,4.16264835
2.31E-07,0.02320872561,3.9966402,4.0243623,4.13492625,3.91363665,4.0381425,4.093424475,4.079644275,4.079644275,4.079644275,3.9966402,4.065864075,4.16264835
2.31E-07,0.03157394499,3.9966402,4.010419875,4.107366375,3.9966402,4.0243623,4.093424475,4.065864075,4.079644275,4.093424475,4.0381425,4.079644275,4.190369925
2.32E-07,0.03157394499,3.968918625,3.9966402,4.051922175,3.941358225,4.0381425,4.079644275,4.093424475,4.0381425,4.079644275,4.0381425,4.0381425,4.190369925
2.32E-07,0.02320872561,3.955138425,3.955138425,3.9966402,3.982860525,3.9966402,4.0243623,4.051922175,4.079644275,4.065864075,3.982860525,4.0381425,4.16264835
2.33E-07,0.03157394499,3.955138425,4.0243623,4.010419875,3.968918625,4.051922175,4.051922175,4.051922175,4.051922175,4.0381425,4.0243623,4.0243623,4.13492625
2.34E-07,0.02320872561,3.9966402,3.9966402,4.010419875,3.927416325,4.010419875,4.079644275,4.079644275,4.093424475,4.0381425,4.010419875,4.0381425,4.13492625
2.34E-07,0.01494068751,3.89985645,4.0243623,3.982860525,3.968918625,3.982860525,3.9966402,4.065864075,4.0243623,4.0243623,4.010419875,4.0381425,4.12114605
2.35E-07,0.03984190812,3.982860525,4.010419875,3.982860525,3.941358225,4.0243623,4.0243623,4.0381425,3.982860525,4.0243623,4.010419875,4.0243623,4.107366375
2.35E-07,0.01494068751,3.955138425,4.0243623,3.9966402,3.968918625,3.968918625,3.9966402,4.010419875,4.051922175,4.0243623,3.968918625,4.0243623,4.079644275
2.36E-07,0.02320872561,3.968918625,3.955138425,3.982860525,3.968918625,3.9966402,4.010419875,4.051922175,3.968918625,4.010419875,3.968918625,3.9966402,4.079644275
2.37E-07,0.03984190812,3.927416325,3.955138425,3.982860525,3.968918625,4.010419875,4.010419875,4.010419875,3.968918625,4.010419875,4.010419875,4.010419875,4.12114605
2.37E-07,0.00667272438,3.927416325,3.941358225,3.968918625,3.941358225,4.010419875,3.9966402,4.010419875,4.0243623,4.0243623,4.010419875,3.955138425,4.051922175
2.38E-07,0.03157394499,3.885914025,3.955138425,3.982860525,3.91363665,3.968918625,3.968918625,4.0243623,3.982860525,3.982860525,3.968918625,3.968918625,4.065864075
2.38E-07,0.02320872561,3.941358225,3.9966402,3.968918625,3.927416325,3.982860525,3.982860525,4.010419875,3.968918625,4.0243623,3.982860525,3.982860525,4.079644275
2.39E-07,0.01494068751,3.927416325,3.927416325,3.927416325,3.955138425,3.941358225,3.941358225,4.0243623,3.89985645,4.010419875,4.010419875,3.927416325,4.065864075
2.40E-07,0.03157394499,3.885914025,3.941358225,3.955138425,3.927416325,3.941358225,3.927416325,3.9966402,3.941358225,3.955138425,3.955138425,3.955138425,4.079644275
2.40E-07,0.03984190812,3.89985645,3.955138425,3.955138425,3.927416325,3.927416325,3.927416325,3.955138425,3.982860525,3.955138425,3.927416325,3.941358225,4.065864075
2.41E-07,0.01494068751,3.89985645,3.927416325,3.968918625,3.885914025,3.982860525,3.941358225,3.955138425,3.91363665,3.941358225,3.955138425,3.927416325,4.065864075
2.41E-07,0.02320872561,3.89985645,3.927416325,3.941358225,3.941358225,3.968918625,3.941358225,3.955138425,3.941358225,4.010419875,3.968918625,3.941358225,4.079644275
2.42E-07,0.03157394499,3.89985645,3.941358225,3.89985645,3.91363665,3.927416325,3.91363665,3.941358225,3.89985645,3.955138425,3.955138425,3.968918625,4.051922175
2.43E-07,0.01494068751,3.885914025,3.941358225,3.927416325,3.91363665,3.927416325,3.941358225,3.968918625,3.89985645,3.89985645,3.927416325,3.941358225,3.982860525
2.43E-07,0.03157394499,3.89985645,3.927416325,3.91363665,3.858354675,3.927416325,3.941358225,3.927416325,3.87213435,3.91363665,3.968918625,3.885914025,4.010419875
2.44E-07,0.02320872561,3.87213435,3.89985645,3.87213435,3.885914025,3.89985645,3.885914025,3.91363665,3.87213435,3.89985645,3.89985645,3.885914025,3.982860525
2.44E-07,0.04810987125,3.816852375,3.91363665,3.84441225,3.84441225,3.91363665,3.87213435,3.87213435,3.87213435,3.91363665,3.885914025,3.941358225,3.982860525
2.45E-07,0.03157394499,3.84441225,3.885914025,3.87213435,3.84441225,3.87213435,3.885914025,3.885914025,3.885914025,3.885914025,3.89985645,3.91363665,3.982860525
2.46E-07,0.02320872561,3.83063205,3.89985645,3.858354675,3.858354675,3.885914025,3.89985645,3.89985645,3.87213435,3.87213435,3.941358225,3.927416325,3.982860525
2.46E-07,0.04810987125,3.84441225,3.89985645,3.83063205,3.885914025,3.91363665,3.83063205,3.83063205,3.858354675,3.885914025,3.83063205,3.858354675,3.968918625
2.47E-07,0.01494068751,3.83063205,3.84441225,3.83063205,3.885914025,3.858354675,3.83063205,3.84441225,3.84441225,3.84441225,3.87213435,3.87213435,3.927416325
2.47E-07,0.00667272438,3.858354675,3.84441225,3.84441225,3.84441225,3.858354675,3.858354675,3.816852375,3.802910475,3.885914025,3.83063205,3.816852375,3.968918625
2.48E-07,0.00667272438,3.83063205,3.84441225,3.816852375,3.83063205,3.858354675,3.7891308,3.858354675,3.84441225,3.858354675,3.858354675,3.858354675,3.941358225
2.49E-07,0.02320872561,3.858354675,3.87213435,3.816852375,3.816852375,3.858354675,3.761408175,3.83063205,3.816852375,3.802910475,3.83063205,3.7891308,3.927416325
2.49E-07,0.01494068751,3.775350075,3.83063205,3.761408175,3.816852375,3.84441225,3.802910475,3.816852375,3.83063205,3.7891308,3.84441225,3.858354675,3.91363665
2.50E-07,0.01494068751,3.802910475,3.87213435,3.775350075,3.816852375,3.816852375,3.802910475,3.775350075,3.775350075,3.816852375,3.816852375,3.816852375,3.91363665
2.50E-07,0.01494068751,3.802910475,3.84441225,3.761408175,3.83063205,3.7891308,3.761408175,3.7476285,3.7891308,3.83063205,3.7891308,3.83063205,3.87213435
2.51E-07,0.00667272438,3.802910475,3.83063205,3.775350075,3.7891308,3.761408175,3.7476285,3.7476285,3.802910475,3.858354675,3.7891308,3.7891308,3.91363665
2.52E-07,0.03157394499,3.761408175,3.775350075,3.7476285,3.775350075,3.775350075,3.761408175,3.775350075,3.775350075,3.7891308,3.7891308,3.775350075,3.858354675
2.52E-07,0.00667272438,3.775350075,3.761408175,3.761408175,3.802910475,3.816852375,3.761408175,3.7061262,3.7476285,3.761408175,3.733848825,3.7476285,3.885914025
2.53E-07,0.00667272438,3.761408175,3.775350075,3.7061262,3.775350075,3.7476285,3.7199064,3.733848825,3.733848825,3.7476285,3.775350075,3.775350075,3.84441225
2.53E-07,0.02320872561,3.733848825,3.7476285,3.664624425,3.761408175,3.7061262,3.7199064,3.7061262,3.733848825,3.761408175,3.761408175,3.761408175,3.7891308
2.54E-07,0.01494068751,3.733848825,3.733848825,3.692346525,3.7476285,3.7199064,3.733848825,3.678404625,3.761408175,3.733848825,3.7476285,3.733848825,3.7891308
2.55E-07,0.01494068751,3.7199064,3.7476285,3.650844225,3.7476285,3.7476285,3.692346525,3.7061262,3.678404625,3.7199064,3.7199064,3.7476285,3.83063205
2.55E-07,0.00667272438,3.692346525,3.7476285,3.692346525,3.761408175,3.7476285,3.664624425,3.678404625,3.7061262,3.761408175,3.7199064,3.7199064,3.761408175
2.56E-07,0.02320872561,3.7476285,3.761408175,3.664624425,3.733848825,3.7061262,3.692346525,3.7199064,3.7061262,3.7476285,3.7061262,3.733848825,3.775350075
2.56E-07,0.02320872561,3.678404625,3.7199064,3.664624425,3.7476285,3.7199064,3.678404625,3.636902325,3.692346525,3.7476285,3.664624425,3.7199064,3.733848825
2.57E-07,0.03157394499,3.664624425,3.733848825,3.636902325,3.7199064,3.7061262,3.692346525,3.664624425,3.664624425,3.692346525,3.62312265,3.692346525,3.7891308
2.58E-07,0.04810987125,3.678404625,3.7476285,3.678404625,3.7476285,3.7061262,3.62312265,3.664624425,3.62312265,3.7061262,3.7061262,3.650844225,3.733848825
2.58E-07,0.02320872561,3.664624425,3.650844225,3.62312265,3.7061262,3.678404625,3.636902325,3.636902325,3.650844225,3.664624425,3.678404625,3.692346525,3.7061262
2.59E-07,0.01494068751,3.678404625,3.692346525,3.59540055,3.692346525,3.678404625,3.62312265,3.650844225,3.664624425,3.650844225,3.7061262,3.664624425,3.692346525
2.59E-07,0.03984190812,3.650844225,3.7199064,3.650844225,3.7061262,3.664624425,3.62312265,3.664624425,3.650844225,3.636902325,3.650844225,3.678404625,3.7061262
2.60E-07,0.02320872561,3.62312265,3.664624425,3.567840675,3.678404625,3.664624425,3.60934245,3.60934245,3.59540055,3.636902325,3.650844225,3.650844225,3.7199064
2.61E-07,0.04810987125,3.58162035,3.650844225,3.58162035,3.664624425,3.636902325,3.58162035,3.60934245,3.59540055,3.636902325,3.636902325,3.62312265,3.692346525
2.61E-07,0.02320872561,3.59540055,3.678404625,3.58162035,3.636902325,3.650844225,3.62312265,3.567840675,3.62312265,3.62312265,3.62312265,3.650844225,3.678404625
2.62E-07,0.01494068751,3.59540055,3.650844225,3.553898775,3.678404625,3.664624425,3.58162035,3.540118575,3.59540055,3.553898775,3.553898775,3.636902325,3.7061262
2.62E-07,0.02320872561,3.636902325,3.678404625,3.540118575,3.636902325,3.650844225,3.553898775,3.553898775,3.567840675,3.553898775,3.567840675,3.567840675,3.636902325
2.63E-07,0.03157394499,3.59540055,3.58162035,3.553898775,3.650844225,3.59540055,3.540118575,3.567840675,3.553898775,3.567840675,3.553898775,3.636902325,3.58162035
2.64E-07,-0.001692495315,3.553898775,3.58162035,3.540118575,3.650844225,3.62312265,3.58162035,3.540118575,3.540118575,3.553898775,3.553898775,3.567840675,3.650844225
2.64E-07,0.01494068751,3.58162035,3.58162035,3.540118575,3.62312265,3.58162035,3.567840675,3.512396475,3.553898775,3.4986168,3.540118575,3.567840675,3.62312265
2.65E-07,0.02320872561,3.540118575,3.62312265,3.4848366,3.59540055,3.553898775,3.512396475,3.553898775,3.526338375,3.58162035,3.567840675,3.58162035,3.62312265
2.65E-07,0.02320872561,3.58162035,3.567840675,3.512396475,3.553898775,3.553898775,3.470894175,3.4848366,3.512396475,3.512396475,3.512396475,3.553898775,3.60934245
2.66E-07,0.02320872561,3.540118575,3.59540055,3.526338375,3.567840675,3.567840675,3.4848366,3.4848366,3.540118575,3.526338375,3.526338375,3.553898775,3.553898775
2.67E-07,0.03157394499,3.567840675,3.58162035,3.4986168,3.58162035,3.540118575,3.4571145,3.4848366,3.4986168,3.512396475,3.512396475,3.540118575,3.540118575
2.67E-07,0.02320872561,3.540118575,3.553898775,3.4571145,3.553898775,3.512396475,3.4986168,3.470894175,3.540118575,3.540118575,3.4986168,3.4848366,3.59540055
2.68E-07,0.02320872561,3.553898775,3.553898775,3.443334825,3.540118575,3.526338375,3.470894175,3.443334825,3.4986168,3.4848366,3.4848366,3.470894175,3.567840675
2.68E-07,0.02320872561,3.540118575,3.553898775,3.470894175,3.553898775,3.567840675,3.4571145,3.429392925,3.443334825,3.443334825,3.4848366,3.4848366,3.540118575
2.69E-07,0.01494068751,3.526338375,3.526338375,3.470894175,3.4986168,3.4848366,3.429392925,3.415612725,3.443334825,3.470894175,3.4848366,3.512396475,3.540118575
2.70E-07,0.01494068751,3.4848366,3.553898775,3.429392925,3.540118575,3.443334825,3.429392925,3.443334825,3.4571145,3.443334825,3.4848366,3.4848366,3.512396475
2.70E-07,-0.001692495315,3.4848366,3.526338375,3.37411095,3.540118575,3.4848366,3.37411095,3.36033075,3.401832525,3.4571145,3.470894175,3.4571145,3.512396475
2.71E-07,0.01494068751,3.4571145,3.470894175,3.387890625,3.4848366,3.4986168,3.415612725,3.37411095,3.443334825,3.443334825,3.443334825,3.443334825,3.512396475
2.71E-07,0.02320872561,3.470894175,3.4986168,3.401832525,3.4848366,3.443334825,3.37411095,3.36033075,3.429392925,3.387890625,3.415612725,3.4571145,3.443334825
2.72E-07,0.00667272438,3.4571145,3.470894175,3.37411095,3.4571145,3.470894175,3.36033075,3.346388325,3.37411095,3.387890625,3.401832525,3.470894175,3.4848366
2.73E-07,0.00667272438,3.429392925,3.4571145,3.36033075,3.470894175,3.4571145,3.37411095,3.36033075,3.37411095,3.36033075,3.415612725,3.401832525,3.4571145
2.73E-07,0.03157394499,3.415612725,3.470894175,3.318828975,3.4571145,3.415612725,3.346388325,3.33260865,3.318828975,3.401832525,3.37411095,3.401832525,3.415612725
2.74E-07,0.03984190812,3.387890625,3.4571145,3.36033075,3.4848366,3.401832525,3.33260865,3.33260865,3.346388325,3.37411095,3.36033075,3.387890625,3.387890625
2.74E-07,0.01494068751,3.415612725,3.443334825,3.318828975,3.4571145,3.415612725,3.29110635,3.33260865,3.318828975,3.36033075,3.37411095,3.37411095,3.415612725
2.75E-07,0.02320872561,3.36033075,3.429392925,3.30488655,3.4571145,3.415612725,3.30488655,3.263384775,3.30488655,3.33260865,3.346388325,3.36033075,3.37411095
2.76E-07,0.03157394499,3.387890625,3.415612725,3.30488655,3.401832525,3.387890625,3.263384775,3.277326675,3.30488655,3.30488655,3.33260865,3.37411095,3.33260865
2.76E-07,0.02320872561,3.346388325,3.387890625,3.277326675,3.429392925,3.36033075,3.277326675,3.2496051,3.318828975,3.29110635,3.318828975,3.33260865,3.346388325
2.77E-07,0.00667272438,3.36033075,3.37411095,3.2496051,3.387890625,3.36033075,3.2081028,3.29110635,3.30488655,3.29110635,3.318828975,3.29110635,3.36033075
2.77E-07,0.01494068751,3.33260865,3.36033075,3.221882475,3.401832525,3.33260865,3.2081028,3.194323125,3.277326675,3.29110635,3.29110635,3.29110635,3.318828975
2.78E-07,0.03157394499,3.318828975,3.318828975,3.2081028,3.415612725,3.346388325,3.2081028,3.221882475,3.263384775,3.263384775,3.263384775,3.30488655,3.346388325
2.79E-07,0.03157394499,3.30488655,3.346388325,3.2496051,3.36033075,3.33260865,3.221882475,3.221882475,3.2496051,3.29110635,3.221882475,3.318828975,3.30488655
2.79E-07,0.04810987125,3.30488655,3.33260865,3.1803807,3.387890625,3.29110635,3.194323125,3.2081028,3.263384775,3.221882475,3.2496051,3.30488655,3.33260865
2.80E-07,0.03157394499,3.30488655,3.29110635,3.221882475,3.346388325,3.29110635,3.194323125,3.1666005,3.2358249,3.263384775,3.194323125,3.30488655,3.277326675
2.80E-07,0.04810987125,3.30488655,3.30488655,3.2081028,3.401832525,3.30488655,3.152820825,3.1666005,3.2081028,3.2358249,3.194323125,3.2358249,3.2496051
2.81E-07,0.01494068751,3.29110635,3.30488655,3.138878925,3.346388325,3.318828975,3.1666005,3.152820825,3.221882475,3.221882475,3.221882475,3.2081028,3.29110635
2.82E-07,0.03984190812,3.2358249,3.277326675,3.097376625,3.30488655,3.221882475,3.1666005,3.125098725,3.152820825,3.1666005,3.221882475,3.2358249,3.2496051
2.82E-07,0.00667272438,3.221882475,3.29110635,3.097376625,3.30488655,3.2358249,3.138878925,3.097376625,3.1803807,3.1666005,3.194323125,3.194323125,3.263384775
2.83E-07,0.03157394499,3.221882475,3.277326675,3.138878925,3.30488655,3.221882475,3.097376625,3.11131884,3.11131884,3.138878925,3.1803807,3.1803807,3.1803807
2.83E-07,0.03157394499,3.2496051,3.2358249,3.11131884,3.263384775,3.263384775,3.08359695,3.08359695,3.125098725,3.11131884,3.221882475,3.138878925,3.221882475
