t,ndyag,d01,d02,d03,d04,d05,d06,d07,d08,d09,d10,d11,d12
5.45E-07,0.02320872561,-0.5823570375,-0.6100790115,-0.637801101,-0.665360976,-0.596299074,-0.6515810385,-0.665360976,-0.596299074,-0.637801101,-0.637801101,-0.665360976,-0.637801101
5.45E-07,0.03157394499,-0.5685771,-0.637801101,-0.6515810385,-0.637801101,-0.6100790115,-0.665360976,-0.637801101,-0.665360976,-0.6793030125,-0.637801101,-0.637801101,-0.665360976
5.46E-07,0.03157394499,-0.623858949,-0.637801101,-0.596299074,-0.596299074,-0.5685771,-0.6515810385,-0.665360976,-0.665360976,-0.6515810385,-0.6515810385,-0.6515810385,-0.665360976
5.46E-07,0.03984190812,-0.623858949,-0.623858949,-0.6515810385,-0.596299074,-0.6100790115,-0.637801101,-0.623858949,-0.6793030125,-0.665360976,-0.6515810385,-0.665360976,-0.665360976
5.47E-07,0.02320872561,-0.596299074,-0.623858949,-0.665360976,-0.596299074,-0.5823570375,-0.69308295,-0.665360976,-0.665360976,-0.623858949,-0.623858949,-0.637801101,-0.69308295
5.48E-07,0.03984190812,-0.596299074,-0.5823570375,-0.665360976,-0.6100790115,-0.5823570375,-0.665360976,-0.6793030125,-0.623858949,-0.637801101,-0.623858949,-0.623858949,-0.6515810385
5.48E-07,0.03984190812,-0.5685771,-0.5685771,-0.623858949,-0.596299074,-0.5823570375,-0.6793030125,-0.6515810385,-0.623858949,-0.6100790115,-0.637801101,-0.6515810385,-0.6793030125
5.49E-07,0.02320872561,-0.5685771,-0.6100790115,-0.637801101,-0.623858949,-0.637801101,-0.665360976,-0.623858949,-0.6515810385,-0.637801101,-0.637801101,-0.637801101,-0.665360976
5.49E-07,0.02320872561,-0.596299074,-0.596299074,-0.6515810385,-0.6100790115,-0.596299074,-0.637801101,-0.623858949,-0.6515810385,-0.6100790115,-0.6515810385,-0.637801101,-0.665360976
5.50E-07,0.02320872561,-0.6100790115,-0.596299074,-0.637801101,-0.5823570375,-0.596299074,-0.6793030125,-0.69308295,-0.6793030125,-0.6515810385,-0.637801101,-0.623858949,-0.6793030125
5.51E-07,0.03984190812,-0.6100790115,-0.637801101,-0.637801101,-0.5823570375,-0.6100790115,-0.6793030125,-0.665360976,-0.637801101,-0.6515810385,-0.623858949,-0.6100790115,-0.665360976
5.51E-07,0.03157394499,-0.5823570375,-0.6515810385,-0.623858949,-0.5685771,-0.623858949,-0.6515810385,-0.665360976,-0.623858949,-0.637801101,-0.637801101,-0.596299074,-0.637801101
5.52E-07,0.03157394499,-0.596299074,-0.6515810385,-0.637801101,-0.637801101,-0.6100790115,-0.6515810385,-0.6515810385,-0.6515810385,-0.6515810385,-0.6100790115,-0.6100790115,-0.69308295
5.52E-07,0.03157394499,-0.596299074,-0.6100790115,-0.623858949,-0.6100790115,-0.637801101,-0.6515810385,-0.637801101,-0.6100790115,-0.665360976,-0.596299074,-0.637801101,-0.6793030125
5.53E-07,0.02320872561,-0.6100790115,-0.637801101,-0.637801101,-0.6515810385,-0.596299074,-0.6100790115,-0.6515810385,-0.637801101,-0.623858949,-0.623858949,-0.6100790115,-0.637801101
5.54E-07,0.03984190812,-0.6100790115,-0.596299074,-0.637801101,-0.6100790115,-0.6100790115,-0.637801101,-0.6793030125,-0.5685771,-0.6515810385,-0.623858949,-0.623858949,-0.6100790115
5.54E-07,0.03157394499,-0.5685771,-0.637801101,-0.637801101,-0.6100790115,-0.596299074,-0.637801101,-0.637801101,-0.623858949,-0.596299074,-0.596299074,-0.596299074,-0.665360976
5.55E-07,0.02320872561,-0.6100790115,-0.5823570375,-0.665360976,-0.5685771,-0.5685771,-0.637801101,-0.665360976,-0.623858949,-0.596299074,-0.5823570375,-0.5823570375,-0.6793030125
5.55E-07,0.03157394499,-0.5685771,-0.596299074,-0.637801101,-0.596299074,-0.5685771,-0.637801101,-0.665360976,-0.637801101,-0.5685771,-0.596299074,-0.623858949,-0.665360976
5.56E-07,0.02320872561,-0.596299074,-0.6100790115,-0.623858949,-0.5823570375,-0.596299074,-0.623858949,-0.596299074,-0.637801101,-0.623858949,-0.665360976,-0.6100790115,-0.6793030125
5.57E-07,0.00667272438,-0.623858949,-0.596299074,-0.637801101,-0.5685771,-0.6100790115,-0.623858949,-0.637801101,-0.665360976,-0.6100790115,-0.623858949,-0.6100790115,-0.665360976
5.57E-07,0.02320872561,-0.5685771,-0.5823570375,-0.6100790115,-0.623858949,-0.596299074,-0.637801101,-0.637801101,-0.596299074,-0.596299074,-0.665360976,-0.623858949,-0.6515810385
5.58E-07,0.03157394499,-0.5823570375,-0.5823570375,-0.596299074,-0.5685771,-0.5547971625,-0.6515810385,-0.637801101,-0.6100790115,-0.596299074,-0.6100790115,-0.6100790115,-0.6515810385
5.58E-07,0.01494068751,-0.596299074,-0.596299074,-0.637801101,-0.5685771,-0.596299074,-0.6100790115,-0.637801101,-0.5823570375,-0.5823570375,-0.6100790115,-0.637801101,-0.665360976
5.59E-07,0.02320872561,-0.5685771,-0.5823570375,-0.6100790115,-0.5823570375,-0.623858949,-0.5823570375,-0.637801101,-0.5823570375,-0.5685771,-0.637801101,-0.6100790115,-0.6515810385
5.60E-07,0.02320872561,-0.5685771,-0.5823570375,-0.5547971625,-0.637801101,-0.5547971625,-0.623858949,-0.623858949,-0.623858949,-0.596299074,-0.596299074,-0.623858949,-0.623858949
5.60E-07,0.01494068751,-0.596299074,-0.5823570375,-0.596299074,-0.623858949,-0.6100790115,-0.623858949,-0.5685771,-0.5823570375,-0.637801101,-0.623858949,-0.596299074,-0.665360976
5.61E-07,0.02320872561,-0.6100790115,-0.5685771,-0.623858949,-0.637801101,-0.637801101,-0.596299074,-0.623858949,-0.6100790115,-0.623858949,-0.5685771,-0.637801101,-0.637801101
5.61E-07,0.03984190812,-0.5685771,-0.5823570375,-0.596299074,-0.5823570375,-0.596299074,-0.637801101,-0.6515810385,-0.5823570375,-0.5685771,-0.623858949,-0.6100790115,-0.6515810385
5.62E-07,0.03157394499,-0.596299074,-0.5547971625,-0.596299074,-0.5270750625,-0.5685771,-0.623858949,-0.6100790115,-0.637801101,-0.5685771,-0.6100790115,-0.596299074,-0.6515810385
5.63E-07,0.01494068751,-0.5685771,-0.6100790115,-0.6100790115,-0.5823570375,-0.596299074,-0.5823570375,-0.6100790115,-0.623858949,-0.5823570375,-0.623858949,-0.623858949,-0.665360976
5.63E-07,0.01494068751,-0.5823570375,-0.596299074,-0.623858949,-0.5547971625,-0.5823570375,-0.5685771,-0.5823570375,-0.6100790115,-0.6100790115,-0.665360976,-0.6100790115,-0.637801101
5.64E-07,0.02320872561,-0.5685771,-0.5823570375,-0.596299074,-0.5547971625,-0.596299074,-0.623858949,-0.5685771,-0.6100790115,-0.6100790115,-0.5823570375,-0.5823570375,-0.637801101
5.64E-07,0.03984190812,-0.5685771,-0.5685771,-0.6100790115,-0.5685771,-0.596299074,-0.6100790115,-0.5270750625,-0.6100790115,-0.623858949,-0.6100790115,-0.5547971625,-0.665360976
5.65E-07,0.02320872561,-0.540855,-0.5823570375,-0.5685771,-0.5547971625,-0.5685771,-0.596299074,-0.5685771,-0.5823570375,-0.637801101,-0.6100790115,-0.5547971625,-0.6515810385
5.66E-07,0.03157394499,-0.5685771,-0.623858949,-0.596299074,-0.5547971625,-0.6100790115,-0.596299074,-0.6100790115,-0.5685771,-0.5547971625,-0.596299074,-0.596299074,-0.623858949
5.66E-07,0.02320872561,-0.5685771,-0.596299074,-0.6100790115,-0.596299074,-0.5547971625,-0.5685771,-0.5685771,-0.6100790115,-0.6100790115,-0.5685771,-0.6100790115,-0.637801101
5.67E-07,0.02320872561,-0.596299074,-0.5823570375,-0.596299074,-0.5547971625,-0.5823570375,-0.623858949,-0.596299074,-0.596299074,-0.596299074,-0.5823570375,-0.540855,-0.637801101
5.67E-07,0.03984190812,-0.5547971625,-0.5823570375,-0.5685771,-0.596299074,-0.6100790115,-0.623858949,-0.596299074,-0.623858949,-0.5823570375,-0.596299074,-0.596299074,-0.623858949
5.68E-07,0.02320872561,-0.5823570375,-0.540855,-0.6100790115,-0.596299074,-0.5823570375,-0.596299074,-0.623858949,-0.6100790115,-0.5823570375,-0.596299074,-0.596299074,-0.637801101
5.69E-07,0.02320872561,-0.540855,-0.5685771,-0.5823570375,-0.5823570375,-0.5823570375,-0.596299074,-0.5685771,-0.623858949,-0.6100790115,-0.5685771,-0.5547971625,-0.6100790115
5.69E-07,0.02320872561,-0.5685771,-0.5685771,-0.6100790115,-0.596299074,-0.5685771,-0.623858949,-0.596299074,-0.5547971625,-0.623858949,-0.5685771,-0.540855,-0.665360976
5.70E-07,0.02320872561,-0.5547971625,-0.540855,-0.6100790115,-0.5685771,-0.5270750625,-0.5685771,-0.596299074,-0.5823570375,-0.5823570375,-0.5823570375,-0.596299074,-0.623858949
5.70E-07,0.03157394499,-0.5823570375,-0.5547971625,-0.5547971625,-0.5547971625,-0.5823570375,-0.6100790115,-0.5823570375,-0.5685771,-0.5547971625,-0.6100790115,-0.5823570375,-0.596299074
5.71E-07,0.02320872561,-0.513295125,-0.5685771,-0.5685771,-0.540855,-0.5547971625,-0.5685771,-0.540855,-0.5685771,-0.5547971625,-0.540855,-0.5547971625,-0.5823570375
5.72E-07,0.02320872561,-0.5685771,-0.5547971625,-0.5547971625,-0.5270750625,-0.5547971625,-0.596299074,-0.5823570375,-0.5685771,-0.5823570375,-0.5823570375,-0.5547971625,-0.637801101
5.72E-07,0.03157394499,-0.5823570375,-0.5823570375,-0.6100790115,-0.5685771,-0.5685771,-0.5685771,-0.6100790115,-0.5823570375,-0.5823570375,-0.540855,-0.540855,-0.6515810385
5.73E-07,0.03157394499,-0.5547971625,-0.5823570375,-0.6100790115,-0.5270750625,-0.5685771,-0.5685771,-0.5685771,-0.5685771,-0.5823570375,-0.5547971625,-0.5823570375,-0.596299074
5.73E-07,0.02320872561,-0.5685771,-0.5547971625,-0.5823570375,-0.5823570375,-0.5547971625,-0.5685771,-0.5823570375,-0.5823570375,-0.6100790115,-0.5547971625,-0.540855,-0.623858949
5.74E-07,0.03157394499,-0.5685771,-0.5823570375,-0.5685771,-0.5685771,-0.540855,-0.596299074,-0.596299074,-0.540855,-0.5823570375,-0.623858949,-0.540855,-0.6515810385
5.75E-07,0.01494068751,-0.5547971625,-0.5547971625,-0.540855,-0.540855,-0.540855,-0.5823570375,-0.5685771,-0.5547971625,-0.5685771,-0.540855,-0.5270750625,-0.665360976
5.75E-07,0.02320872561,-0.540855,-0.596299074,-0.540855,-0.5270750625,-0.540855,-0.596299074,-0.5547971625,-0.5547971625,-0.5547971625,-0.5547971625,-0.5685771,-0.637801101
5.76E-07,0.03984190812,-0.540855,-0.5823570375,-0.540855,-0.5270750625,-0.5547971625,-0.5547971625,-0.5685771,-0.5685771,-0.540855,-0.540855,-0.5685771,-0.637801101
5.76E-07,0.02320872561,-0.5685771,-0.5685771,-0.5685771,-0.513295125,-0.5685771,-0.5823570375,-0.5685771,-0.6100790115,-0.5547971625,-0.513295125,-0.5685771,-0.623858949
5.77E-07,0.05647509126,-0.5547971625,-0.5270750625,-0.6100790115,-0.540855,-0.540855,-0.596299074,-0.5823570375,-0.5823570375,-0.5685771,-0.540855,-0.5547971625,-0.5823570375
5.78E-07,0.04810987125,-0.5685771,-0.540855,-0.5823570375,-0.540855,-0.5547971625,-0.5823570375,-0.5685771,-0.596299074,-0.540855,-0.513295125,-0.5685771,-0.596299074
5.78E-07,0.03157394499,-0.540855,-0.513295125,-0.540855,-0.5685771,-0.5685771,-0.540855,-0.6100790115,-0.5547971625,-0.5823570375,-0.5685771,-0.513295125,-0.623858949
5.79E-07,0.03984190812,-0.5547971625,-0.5685771,-0.5823570375,-0.5547971625,-0.5270750625,-0.5823570375,-0.5547971625,-0.5270750625,-0.596299074,-0.5685771,-0.5685771,-0.5547971625
5.79E-07,0.03157394499,-0.540855,-0.596299074,-0.5270750625,-0.5547971625,-0.513295125,-0.5685771,-0.5547971625,-0.540855,-0.5823570375,-0.5547971625,-0.5685771,-0.596299074
5.80E-07,0.01494068751,-0.540855,-0.5823570375,-0.5685771,-0.5270750625,-0.485573151,-0.5270750625,-0.596299074,-0.5270750625,-0.540855,-0.540855,-0.5823570375,-0.637801101
5.81E-07,0.03157394499,-0.5685771,-0.540855,-0.5823570375,-0.5270750625,-0.4993530885,-0.540855,-0.540855,-0.5685771,-0.5685771,-0.5547971625,-0.540855,-0.5823570375
5.81E-07,0.02320872561,-0.5547971625,-0.596299074,-0.5270750625,-0.5547971625,-0.540855,-0.540855,-0.5685771,-0.5547971625,-0.5823570375,-0.5270750625,-0.5685771,-0.6100790115
5.82E-07,0.02320872561,-0.5270750625,-0.5547971625,-0.540855,-0.5685771,-0.5270750625,-0.5685771,-0.5547971625,-0.5270750625,-0.5270750625,-0.5685771,-0.540855,-0.5685771
5.82E-07,0.01494068751,-0.513295125,-0.513295125,-0.540855,-0.540855,-0.540855,-0.485573151,-0.596299074,-0.5270750625,-0.5685771,-0.5270750625,-0.5270750625,-0.5547971625
5.83E-07,0.03984190812,-0.5270750625,-0.513295125,-0.540855,-0.5685771,-0.5685771,-0.513295125,-0.5547971625,-0.5685771,-0.5823570375,-0.540855,-0.5270750625,-0.6100790115
5.84E-07,0.00667272438,-0.513295125,-0.5270750625,-0.5547971625,-0.4993530885,-0.540855,-0.513295125,-0.5270750625,-0.5547971625,-0.5547971625,-0.5270750625,-0.540855,-0.5685771
5.84E-07,0.00667272438,-0.5270750625,-0.540855,-0.540855,-0.5270750625,-0.5270750625,-0.5270750625,-0.5685771,-0.5270750625,-0.513295125,-0.5547971625,-0.5270750625,-0.5547971625
5.85E-07,0.01494068751,-0.4717932135,-0.513295125,-0.5547971625,-0.513295125,-0.513295125,-0.596299074,-0.513295125,-0.540855,-0.5685771,-0.513295125,-0.5547971625,-0.596299074
5.85E-07,0.01494068751,-0.5270750625,-0.540855,-0.5547971625,-0.540855,-0.540855,-0.5685771,-0.5270750625,-0.5270750625,-0.5685771,-0.5547971625,-0.513295125,-0.5547971625
5.86E-07,0.02320872561,-0.5270750625,-0.5270750625,-0.5547971625,-0.540855,-0.5685771,-0.513295125,-0.5685771,-0.540855,-0.513295125,-0.5547971625,-0.5270750625,-0.5547971625
5.87E-07,0.02320872561,-0.4578510615,-0.540855,-0.5685771,-0.5270750625,-0.513295125,-0.5270750625,-0.5823570375,-0.596299074,-0.540855,-0.5270750625,-0.5270750625,-0.540855
5.87E-07,0.02320872561,-0.4993530885,-0.540855,-0.540855,-0.5270750625,-0.5270750625,-0.5547971625,-0.540855,-0.5685771,-0.5270750625,-0.5270750625,-0.540855,-0.5685771
5.88E-07,0.01494068751,-0.5547971625,-0.513295125,-0.540855,-0.513295125,-0.513295125,-0.5270750625,-0.5547971625,-0.5547971625,-0.5270750625,-0.5270750625,-0.540855,-0.5685771
5.88E-07,0.02320872561,-0.513295125,-0.540855,-0.513295125,-0.540855,-0.513295125,-0.513295125,-0.485573151,-0.5270750625,-0.513295125,-0.513295125,-0.540855,-0.5685771
5.89E-07,0.01494068751,-0.5270750625,-0.5270750625,-0.5270750625,-0.513295125,-0.513295125,-0.485573151,-0.4993530885,-0.540855,-0.5823570375,-0.5823570375,-0.513295125,-0.540855
5.90E-07,0.02320872561,-0.5270750625,-0.5547971625,-0.4993530885,-0.540855,-0.5270750625,-0.513295125,-0.4717932135,-0.540855,-0.5270750625,-0.513295125,-0.513295125,-0.5685771
5.90E-07,0.02320872561,-0.4993530885,-0.4993530885,-0.540855,-0.5270750625,-0.4993530885,-0.513295125,-0.5547971625,-0.5270750625,-0.513295125,-0.513295125,-0.5685771,-0.5547971625
5.91E-07,0.01494068751,-0.513295125,-0.5270750625,-0.513295125,-0.5270750625,-0.513295125,-0.5270750625,-0.540855,-0.540855,-0.5270750625,-0.4993530885,-0.540855,-0.5547971625
5.91E-07,0.02320872561,-0.513295125,-0.5270750625,-0.5270750625,-0.5270750625,-0.540855,-0.540855,-0.513295125,-0.513295125,-0.540855,-0.4993530885,-0.5270750625,-0.5685771
5.92E-07,0.02320872561,-0.5270750625,-0.5270750625,-0.5270750625,-0.540855,-0.5270750625,-0.513295125,-0.5270750625,-0.513295125,-0.5270750625,-0.540855,-0.513295125,-0.5547971625
5.93E-07,0.01494068751,-0.540855,-0.5270750625,-0.513295125,-0.540855,-0.540855,-0.540855,-0.5547971625,-0.513295125,-0.5270750625,-0.5547971625,-0.540855,-0.4993530885
5.93E-07,0.01494068751,-0.5547971625,-0.5270750625,-0.5270750625,-0.513295125,-0.4993530885,-0.5270750625,-0.513295125,-0.513295125,-0.540855,-0.513295125,-0.513295125,-0.5270750625
5.94E-07,0.00667272438,-0.4993530885,-0.540855,-0.5270750625,-0.485573151,-0.5270750625,-0.513295125,-0.5270750625,-0.513295125,-0.513295125,-0.485573151,-0.540855,-0.5270750625
5.94E-07,0.01494068751,-0.513295125,-0.5270750625,-0.4993530885,-0.4993530885,-0.513295125,-0.513295125,-0.513295125,-0.540855,-0.485573151,-0.513295125,-0.5270750625,-0.540855
5.95E-07,0.02320872561,-0.5270750625,-0.5270750625,-0.4993530885,-0.540855,-0.5270750625,-0.5270750625,-0.5270750625,-0.4578510615,-0.5270750625,-0.513295125,-0.5547971625,-0.540855
5.96E-07,0.02320872561,-0.5270750625,-0.5547971625,-0.5270750625,-0.4717932135,-0.5270750625,-0.444071124,-0.5270750625,-0.5270750625,-0.513295125,-0.5270750625,-0.4993530885,-0.540855
5.96E-07,0.01494068751,-0.513295125,-0.513295125,-0.485573151,-0.4993530885,-0.540855,-0.513295125,-0.540855,-0.513295125,-0.5270750625,-0.4993530885,-0.485573151,-0.5685771
5.97E-07,0.01494068751,-0.4717932135,-0.5270750625,-0.513295125,-0.513295125,-0.485573151,-0.4993530885,-0.5270750625,-0.5270750625,-0.513295125,-0.5270750625,-0.485573151,-0.5547971625
5.97E-07,0.01494068751,-0.4993530885,-0.4993530885,-0.513295125,-0.513295125,-0.4717932135,-0.485573151,-0.513295125,-0.5270750625,-0.4993530885,-0.485573151,-0.4993530885,-0.5685771
5.98E-07,0.02320872561,-0.485573151,-0.4993530885,-0.4717932135,-0.5270750625,-0.5270750625,-0.513295125,-0.4993530885,-0.513295125,-0.485573151,-0.513295125,-0.513295125,-0.540855
5.99E-07,0.03157394499,-0.4717932135,-0.513295125,-0.485573151,-0.4993530885,-0.513295125,-0.5270750625,-0.4717932135,-0.4993530885,-0.485573151,-0.5270750625,-0.5270750625,-0.5270750625
5.99E-07,0.02320872561,-0.444071124,-0.513295125,-0.4993530885,-0.513295125,-0.485573151,-0.513295125,-0.4993530885,-0.5270750625,-0.540855,-0.5270750625,-0.4993530885,-0.540855
6.00E-07,0.01494068751,-0.4993530885,-0.513295125,-0.513295125,-0.5547971625,-0.4578510615,-0.4993530885,-0.5547971625,-0.5270750625,-0.485573151,-0.513295125,-0.4993530885,-0.540855
6.00E-07,0.01494068751,-0.485573151,-0.485573151,-0.4993530885,-0.4993530885,-0.4717932135,-0.4717932135,-0.485573151,-0.485573151,-0.485573151,-0.513295125,-0.4993530885,-0.513295125
6.01E-07,0.02320872561,-0.485573151,-0.4993530885,-0.5270750625,-0.5270750625,-0.4993530885,-0.4717932135,-0.485573151,-0.485573151,-0.5270750625,-0.4993530885,-0.4993530885,-0.5270750625
6.02E-07,0.03157394499,-0.485573151,-0.4993530885,-0.485573151,-0.4717932135,-0.485573151,-0.485573151,-0.485573151,-0.513295125,-0.4717932135,-0.485573151,-0.4993530885,-0.513295125
6.02E-07,0.01494068751,-0.485573151,-0.4993530885,-0.4993530885,-0.5270750625,-0.4993530885,-0.485573151,-0.4717932135,-0.513295125,-0.4717932135,-0.4578510615,-0.4578510615,-0.513295125
6.03E-07,0.02320872561,-0.485573151,-0.513295125,-0.4993530885,-0.485573151,-0.4578510615,-0.4717932135,-0.513295125,-0.4993530885,-0.485573151,-0.485573151,-0.4993530885,-0.5270750625
6.03E-07,0.03157394499,-0.4993530885,-0.485573151,-0.4993530885,-0.513295125,-0.4993530885,-0.485573151,-0.4993530885,-0.4993530885,-0.485573151,-0.444071124,-0.4717932135,-0.4993530885
6.04E-07,0.01494068751,-0.4302911865,-0.4717932135,-0.485573151,-0.485573151,-0.513295125,-0.485573151,-0.485573151,-0.4717932135,-0.5270750625,-0.4993530885,-0.485573151,-0.5270750625
6.05E-07,0.03157394499,-0.444071124,-0.485573151,-0.485573151,-0.4993530885,-0.485573151,-0.513295125,-0.4993530885,-0.4578510615,-0.485573151,-0.513295125,-0.485573151,-0.485573151
6.05E-07,0.00667272438,-0.485573151,-0.4578510615,-0.4578510615,-0.4717932135,-0.485573151,-0.513295125,-0.485573151,-0.485573151,-0.485573151,-0.4717932135,-0.513295125,-0.4993530885
6.06E-07,0.02320872561,-0.4717932135,-0.4578510615,-0.4717932135,-0.485573151,-0.4578510615,-0.485573151,-0.4578510615,-0.4717932135,-0.5270750625,-0.4578510615,-0.485573151,-0.513295125
6.06E-07,0.01494068751,-0.4578510615,-0.4717932135,-0.485573151,-0.4578510615,-0.4717932135,-0.4993530885,-0.513295125,-0.4993530885,-0.4578510615,-0.513295125,-0.485573151,-0.4993530885
6.07E-07,0.03157394499,-0.4578510615,-0.4993530885,-0.4717932135,-0.4717932135,-0.4993530885,-0.485573151,-0.4717932135,-0.4993530885,-0.4578510615,-0.485573151,-0.4578510615,-0.513295125
6.08E-07,0.01494068751,-0.4717932135,-0.4993530885,-0.4717932135,-0.4578510615,-0.4578510615,-0.4578510615,-0.4717932135,-0.485573151,-0.4993530885,-0.485573151,-0.4993530885,-0.4717932135
6.08E-07,0.01494068751,-0.485573151,-0.4717932135,-0.485573151,-0.485573151,-0.4578510615,-0.485573151,-0.4717932135,-0.485573151,-0.5270750625,-0.485573151,-0.4578510615,-0.540855
6.09E-07,0.03984190812,-0.4717932135,-0.4717932135,-0.4578510615,-0.4717932135,-0.4578510615,-0.4717932135,-0.4578510615,-0.4578510615,-0.485573151,-0.4717932135,-0.4578510615,-0.4993530885
6.09E-07,0.03157394499,-0.4717932135,-0.485573151,-0.513295125,-0.444071124,-0.41634915,-0.4993530885,-0.4717932135,-0.485573151,-0.444071124,-0.444071124,-0.485573151,-0.4717932135
6.10E-07,0.04810987125,-0.444071124,-0.485573151,-0.485573151,-0.485573151,-0.4578510615,-0.4578510615,-0.485573151,-0.4993530885,-0.4993530885,-0.444071124,-0.4578510615,-0.485573151
6.11E-07,0.02320872561,-0.4578510615,-0.485573151,-0.485573151,-0.513295125,-0.4578510615,-0.4717932135,-0.485573151,-0.485573151,-0.4578510615,-0.485573151,-0.4578510615,-0.4717932135
6.11E-07,0.02320872561,-0.4717932135,-0.4578510615,-0.444071124,-0.4993530885,-0.444071124,-0.4993530885,-0.4717932135,-0.485573151,-0.444071124,-0.4302911865,-0.485573151,-0.485573151
6.12E-07,0.02320872561,-0.4578510615,-0.4578510615,-0.4302911865,-0.485573151,-0.444071124,-0.4993530885,-0.4578510615,-0.4993530885,-0.4578510615,-0.4578510615,-0.444071124,-0.4578510615
6.12E-07,0.00667272438,-0.4717932135,-0.444071124,-0.4578510615,-0.4993530885,-0.4578510615,-0.41634915,-0.41634915,-0.4302911865,-0.4578510615,-0.4578510615,-0.4578510615,-0.4717932135
6.13E-07,0.03157394499,-0.4302911865,-0.4717932135,-0.4578510615,-0.4717932135,-0.41634915,-0.444071124,-0.4717932135,-0.444071124,-0.4578510615,-0.4717932135,-0.485573151,-0.4578510615
6.14E-07,0.03157394499,-0.4717932135,-0.4578510615,-0.4302911865,-0.4717932135,-0.41634915,-0.444071124,-0.4578510615,-0.4717932135,-0.4302911865,-0.4993530885,-0.4717932135,-0.4717932135
6.14E-07,0.01494068751,-0.4302911865,-0.4993530885,-0.444071124,-0.4717932135,-0.41634915,-0.4578510615,-0.4578510615,-0.444071124,-0.444071124,-0.4717932135,-0.444071124,-0.444071124
6.15E-07,0.02320872561,-0.4717932135,-0.4717932135,-0.4717932135,-0.4578510615,-0.485573151,-0.4717932135,-0.485573151,-0.485573151,-0.444071124,-0.485573151,-0.4302911865,-0.444071124
6.15E-07,0.02320872561,-0.485573151,-0.4578510615,-0.444071124,-0.444071124,-0.444071124,-0.444071124,-0.41634915,-0.4578510615,-0.444071124,-0.444071124,-0.4578510615,-0.4993530885
6.16E-07,0.01494068751,-0.4302911865,-0.4717932135,-0.4993530885,-0.4578510615,-0.4302911865,-0.4578510615,-0.4302911865,-0.444071124,-0.444071124,-0.444071124,-0.4717932135,-0.485573151
6.17E-07,0.02320872561,-0.4578510615,-0.444071124,-0.4717932135,-0.4302911865,-0.444071124,-0.485573151,-0.41634915,-0.4578510615,-0.4578510615,-0.4025692125,-0.4578510615,-0.4717932135
6.17E-07,0.03157394499,-0.4302911865,-0.4578510615,-0.4578510615,-0.41634915,-0.4578510615,-0.4578510615,-0.513295125,-0.444071124,-0.485573151,-0.41634915,-0.444071124,-0.4717932135
6.18E-07,0.03984190812,-0.4302911865,-0.4717932135,-0.4302911865,-0.41634915,-0.444071124,-0.4302911865,-0.4578510615,-0.41634915,-0.444071124,-0.4302911865,-0.41634915,-0.4993530885
6.18E-07,0.03984190812,-0.4578510615,-0.4302911865,-0.4578510615,-0.4578510615,-0.444071124,-0.4578510615,-0.444071124,-0.4578510615,-0.444071124,-0.444071124,-0.485573151,-0.485573151
6.19E-07,0.01494068751,-0.4025692125,-0.444071124,-0.4025692125,-0.4578510615,-0.41634915,-0.41634915,-0.444071124,-0.444071124,-0.444071124,-0.4717932135,-0.41634915,-0.4717932135
6.20E-07,0.01494068751,-0.41634915,-0.4578510615,-0.4302911865,-0.4578510615,-0.4578510615,-0.4578510615,-0.4578510615,-0.444071124,-0.4717932135,-0.41634915,-0.4025692125,-0.4302911865
6.20E-07,0.03157394499,-0.41634915,-0.444071124,-0.41634915,-0.444071124,-0.4302911865,-0.4302911865,-0.4578510615,-0.4578510615,-0.4578510615,-0.4302911865,-0.4025692125,-0.444071124
6.21E-07,0.01494068751,-0.41634915,-0.4302911865,-0.4578510615,-0.444071124,-0.4302911865,-0.4717932135,-0.4302911865,-0.4578510615,-0.4578510615,-0.4025692125,-0.4717932135,-0.4717932135
6.21E-07,0.03157394499,-0.4578510615,-0.4302911865,-0.444071124,-0.485573151,-0.4302911865,-0.444071124,-0.41634915,-0.4302911865,-0.4578510615,-0.444071124,-0.4993530885,-0.4302911865
6.22E-07,0.05647509126,-0.4302911865,-0.444071124,-0.41634915,-0.4578510615,-0.388789149,-0.4717932135,-0.4302911865,-0.4578510615,-0.4302911865,-0.4025692125,-0.4302911865,-0.444071124
6.23E-07,0.04810987125,-0.4025692125,-0.41634915,-0.4302911865,-0.4302911865,-0.4025692125,-0.4578510615,-0.41634915,-0.4717932135,-0.444071124,-0.4578510615,-0.485573151,-0.4578510615
6.23E-07,0.02320872561,-0.4025692125,-0.41634915,-0.444071124,-0.4578510615,-0.444071124,-0.4025692125,-0.4717932135,-0.41634915,-0.444071124,-0.4302911865,-0.41634915,-0.4717932135
6.24E-07,0.02320872561,-0.4025692125,-0.4578510615,-0.4302911865,-0.41634915,-0.388789149,-0.444071124,-0.4578510615,-0.41634915,-0.4302911865,-0.388789149,-0.444071124,-0.444071124
6.24E-07,0.01494068751,-0.4302911865,-0.4578510615,-0.41634915,-0.4302911865,-0.4302911865,-0.444071124,-0.444071124,-0.4578510615,-0.4717932135,-0.4302911865,-0.4302911865,-0.4578510615
6.25E-07,0.02320872561,-0.41634915,-0.485573151,-0.4302911865,-0.4302911865,-0.4025692125,-0.41634915,-0.444071124,-0.444071124,-0.4302911865,-0.4302911865,-0.4302911865,-0.4302911865
