old t1,t1,d01,d02,d03,d04,d05,d06,d07,d08,d09,d10,old t2,t2,d2
0.011476209,0.000006909,-0.039051384,0.11905138,0.11905138,0.039999999,0.039999999,0.11905138,0.11905138,0.19810277,0.039999999,0.11905138,0.01155565955,0.00000045955,0.039999999
0.011476359,0.000007059,0.11905138,0.19810277,0.039999999,0.19810277,0.19810277,0.039999999,0.039999999,0.039999999,0.11905138,-0.039051384,0.01155566954,0.00000046954,0.039999999
0.011476509,0.000007209,0.039999999,-0.039051384,0.11905138,0.11905138,0.11905138,0.039999999,-0.11810277,0.039999999,0.11905138,0.039999999,0.01155567953,0.00000047953,0.039999999
0.01147666,0.00000736,0.11905138,0.039999999,0.19810277,0.19810277,0.039999999,0.039999999,0.039999999,0.039999999,0.11905138,0.11905138,0.01155568952,0.00000048952,0.039999999
0.01147681,0.00000751,0.039999999,0.19810277,0.11905138,0.039999999,0.11905138,0.19810277,0.11905138,0.039999999,0.039999999,0.11905138,0.01155569952,0.00000049952,-0.039051384
0.01147696,0.00000766,0.039999999,0.19810277,0.039999999,0.039999999,0.11905138,0.11905138,0.039999999,0.11905138,0.039999999,0.11905138,0.01155570951,0.00000050951,0.039999999
0.01147711,0.00000781,0.11905138,0.11905138,0.039999999,0.039999999,0.11905138,0.19810277,0.039999999,0.039999999,0.11905138,0.11905138,0.0115557195,0.0000005195,0.039999999
0.01147726,0.00000796,0.039999999,0.11905138,0.039999999,0.11905138,0.039999999,0.11905138,0.039999999,0.11905138,0.11905138,0.039999999,0.01155572949,0.00000052949,0.11905138
0.01147741,0.00000811,0.039999999,0.11905138,0.11905138,0.11905138,0.19810277,0.11905138,0.11905138,0.11905138,0.11905138,0.039999999,0.01155573948,0.00000053948,0.039999999
0.011477561,0.000008261,-0.039051384,0.11905138,0.11905138,0.11905138,0.11905138,0.11905138,0.039999999,0.11905138,-0.039051384,-0.039051384,0.01155574947,0.00000054947,0.11905138
0.011477711,0.000008411,0.11905138,0.19810277,0.039999999,0.19810277,0.11905138,-0.039051384,-0.039051384,0.039999999,0.11905138,0.11905138,0.01155575946,0.00000055946,0.039999999
0.011477861,0.000008561,-0.039051384,0.19810277,0.11905138,-0.039051384,0.039999999,0.039999999,0.11905138,0.039999999,0.11905138,0.039999999,0.01155576945,0.00000056945,0.039999999
0.011478011,0.000008711,0.039999999,0.039999999,0.11905138,0.11905138,0.11905138,0.039999999,0.11905138,0.11905138,0.11905138,0.11905138,0.01155577944,0.00000057944,0.039999999
0.011478161,0.000008861,0.11905138,-0.039051384,0.039999999,0.19810277,0.11905138,0.039999999,0.11905138,0.039999999,0.19810277,0.039999999,0.01155578943,0.00000058943,0.11905138
0.011478312,0.000009012,0.19810277,0.11905138,0.039999999,0.11905138,0.039999999,0.039999999,0.039999999,0.11905138,0.11905138,0.19810277,0.01155579942,0.00000059942,0.039999999
0.011478462,0.000009162,0.11905138,0.11905138,0.11905138,0.039999999,0.11905138,0.039999999,0.039999999,0.039999999,0.039999999,0.11905138,0.01155580941,0.00000060941,0.039999999
0.011478612,0.000009312,0.11905138,0.11905138,0.11905138,0.039999999,0.11905138,0.039999999,0.11905138,0.039999999,0.039999999,-0.039051384,0.0115558194,0.0000006194,-0.039051384
0.011478762,0.000009462,0.039999999,0.039999999,0.11905138,0.11905138,0.11905138,0.11905138,0.039999999,-0.039051384,0.11905138,0.039999999,0.01155582939,0.00000062939,0.039999999
0.011478912,0.000009612,0.039999999,0.039999999,0.039999999,0.11905138,0.19810277,-0.039051384,0.11905138,0.11905138,-0.039051384,0.19810277,0.01155583938,0.00000063938,0.11905138
0.011479063,0.000009763,-0.039051384,0.11905138,0.11905138,-0.039051384,0.19810277,0.039999999,0.039999999,0.039999999,0.11905138,0.11905138,0.01155584937,0.00000064937,0.039999999
0.011479213,0.000009913,0.039999999,0.039999999,0.11905138,0.039999999,0.11905138,0.039999999,0.039999999,0.11905138,0.11905138,0.11905138,0.01155585936,0.00000065936,0.11905138
0.011479363,0.000010063,-0.039051384,-0.039051384,0.039999999,-0.039051384,0.039999999,0.039999999,0.11905138,0.11905138,0.11905138,0.11905138,0.01155586935,0.00000066935,0.11905138
0.011479513,0.000010213,0.19810277,0.039999999,0.11905138,0.19810277,0.039999999,0.039999999,0.19810277,-0.039051384,0.11905138,0.039999999,0.01155587934,0.00000067934,0.11905138
0.011479663,0.000010363,0.039999999,-0.039051384,-0.039051384,0.039999999,0.11905138,0.11905138,0.19810277,0.19810277,0.039999999,0.11905138,0.01155588933,0.00000068933,0.19810277
0.011479814,0.000010514,0.039999999,0.11905138,0.039999999,0.19810277,0.11905138,-0.039051384,0.039999999,0.11905138,0.039999999,0.11905138,0.01155589932,0.00000069932,0.19810277
0.011479964,0.000010664,0.11905138,0.039999999,0.039999999,0.039999999,0.11905138,0.19810277,0.11905138,0.11905138,0.039999999,0.11905138,0.01155590931,0.00000070931,0.039999999
0.011480114,0.000010814,0.039999999,0.039999999,0.039999999,-0.039051384,0.039999999,0.039999999,0.11905138,0.039999999,0.11905138,0.039999999,0.0115559193,0.0000007193,0.11905138
0.011480264,0.000010964,0.11905138,0.039999999,0.039999999,-0.039051384,0.039999999,0.11905138,0.039999999,0.039999999,0.11905138,0.039999999,0.01155592929,0.00000072929,0.11905138
0.011480414,0.000011114,0.11905138,0.11905138,0.11905138,0.11905138,0.11905138,0.11905138,0.039999999,-0.11810277,0.11905138,0.039999999,0.01155593928,0.00000073928,0.11905138
0.011480565,0.000011265,0.039999999,0.11905138,0.11905138,0.11905138,0.039999999,0.039999999,0.11905138,0.11905138,0.19810277,0.039999999,0.01155594927,0.00000074927,0.11905138
0.011480715,0.000011415,0.11905138,0.11905138,0.19810277,0.11905138,0.11905138,0.039999999,0.039999999,0.039999999,0.039999999,0.039999999,0.01155595926,0.00000075926,0.11905138
0.011480865,0.000011565,-0.039051384,0.11905138,0.039999999,0.11905138,0.039999999,0.11905138,-0.039051384,0.11905138,-0.039051384,0.039999999,0.01155596925,0.00000076925,0.11905138
0.011481015,0.000011715,0.11905138,0.039999999,0.11905138,0.11905138,0.11905138,0.11905138,0.039999999,0.11905138,0.11905138,0.11905138,0.01155597924,0.00000077924,0.039999999
0.011481165,0.000011865,0.039999999,0.039999999,0.039999999,0.039999999,0.039999999,0.039999999,0.039999999,0.19810277,0.11905138,0.11905138,0.01155598923,0.00000078923,-0.039051384
0.011481316,0.000012016,0.11905138,0.11905138,0.039999999,0.11905138,0.11905138,0.039999999,0.039999999,0.039999999,0.11905138,0.039999999,0.01155599922,0.00000079922,0.11905138
0.011481466,0.000012166,0.11905138,0.11905138,0.11905138,0.039999999,0.11905138,-0.039051384,0.11905138,0.19810277,0.11905138,0.19810277,0.01155600921,0.00000080921,0.039999999
0.011481616,0.000012316,0.11905138,0.19810277,0.039999999,0.11905138,0.11905138,0.039999999,0.039999999,0.039999999,0.039999999,0.11905138,0.0115560192,0.0000008192,0.11905138
0.011481766,0.000012466,0.039999999,0.11905138,0.039999999,0.11905138,0.11905138,0.039999999,0.11905138,0.11905138,0.039999999,0.11905138,0.01155602919,0.00000082919,0.11905138
0.011481916,0.000012616,0.11905138,0.039999999,0.11905138,0.039999999,0.11905138,0.11905138,-0.039051384,0.039999999,0.039999999,0.039999999,0.01155603919,0.00000083919,0.11905138
0.011482067,0.000012767,0.039999999,0.27715415,0.11905138,0.11905138,0.19810277,0.039999999,0.039999999,0.039999999,0.039999999,0.11905138,0.01155604918,0.00000084918,0.039999999
0.011482217,0.000012917,0.039999999,0.11905138,0.11905138,0.039999999,0.19810277,0.11905138,0.11905138,0.039999999,0.039999999,0.11905138,0.01155605917,0.00000085917,0.039999999
0.011482367,0.000013067,0.039999999,0.039999999,0.039999999,0.039999999,0.039999999,-0.039051384,0.11905138,0.11905138,0.039999999,0.11905138,0.01155606916,0.00000086916,0.11905138
0.011482517,0.000013217,0.039999999,0.11905138,0.19810277,0.19810277,0.19810277,0.11905138,0.039999999,0.11905138,0.11905138,0.039999999,0.01155607915,0.00000087915,0.039999999
0.011482667,0.000013367,0.039999999,-0.039051384,0.039999999,0.11905138,0.19810277,0.039999999,0.039999999,0.039999999,-0.039051384,0.11905138,0.01155608914,0.00000088914,0.039999999
0.011482817,0.000013517,0.11905138,0.039999999,0.11905138,0.039999999,0.11905138,0.039999999,0.19810277,0.039999999,-0.039051384,0.27715415,0.01155609913,0.00000089913,0.19810277
0.011482968,0.000013668,-0.039051384,0.11905138,0.039999999,0.039999999,0.11905138,0.11905138,-0.039051384,0.19810277,0.039999999,0.039999999,0.01155610912,0.00000090912,0.039999999
0.011483118,0.000013818,0.11905138,0.039999999,0.039999999,0.039999999,0.11905138,0.039999999,0.039999999,0.19810277,0.11905138,-0.039051384,0.01155611911,0.00000091911,0.039999999
0.011483268,0.000013968,0.039999999,0.11905138,0.039999999,0.11905138,0.039999999,0.11905138,0.11905138,0.039999999,0.039999999,0.039999999,0.0115561291,0.0000009291,0.039999999
0.011483418,0.000014118,0.039999999,0.19810277,0.19810277,-0.039051384,0.19810277,0.19810277,0.11905138,0.11905138,-0.039051384,0.11905138,0.01155613909,0.00000093909,0.039999999
0.011483568,0.000014268,0.19810277,-0.039051384,-0.039051384,0.11905138,-0.039051384,0.039999999,0.039999999,0.11905138,0.19810277,0.039999999,0.01155614908,0.00000094908,0.19810277
0.011483719,0.000014419,0.11905138,0.11905138,0.11905138,0.11905138,0.11905138,0.11905138,0.11905138,0.11905138,0.11905138,-0.039051384,0.01155615907,0.00000095907,0.039999999
0.011483869,0.000014569,-0.039051384,0.11905138,0.11905138,0.19810277,0.11905138,0.039999999,-0.039051384,0.039999999,-0.039051384,0.19810277,0.01155616906,0.00000096906,0.039999999
0.011484019,0.000014719,0.11905138,0.11905138,0.039999999,0.11905138,0.11905138,0.039999999,0.039999999,0.11905138,0.039999999,0.19810277,0.01155617905,0.00000097905,0.19810277
0.011484169,0.000014869,0.11905138,0.039999999,0.19810277,0.039999999,0.039999999,0.039999999,0.039999999,0.11905138,0.039999999,0.11905138,0.01155618904,0.00000098904,0.11905138
0.011484319,0.000015019,0.039999999,0.039999999,0.19810277,0.11905138,0.11905138,0.19810277,0.11905138,0.11905138,0.039999999,0.039999999,0.01155619903,0.00000099903,0.039999999
0.01148447,0.00001517,0.11905138,0.039999999,0.11905138,-0.039051384,0.11905138,-0.039051384,0.11905138,0.039999999,0.11905138,0.039999999,0.01155620902,0.00000100902,-0.039051384
0.01148462,0.00001532,0.039999999,0.19810277,0.039999999,0.11905138,0.039999999,0.039999999,0.11905138,0.039999999,0.039999999,0.11905138,0.01155621901,0.00000101901,0.11905138
0.01148477,0.00001547,-0.039051384,0.19810277,0.11905138,0.11905138,0.19810277,0.11905138,0.11905138,0.11905138,0.039999999,0.11905138,0.011556229,0.000001029,0.039999999
0.01148492,0.00001562,0.039999999,0.11905138,0.11905138,0.039999999,0.039999999,0.19810277,-0.039051384,0.039999999,0.039999999,0.039999999,0.01155623899,0.00000103899,-0.039051384
0.01148507,0.00001577,-0.039051384,-0.039051384,0.11905138,0.11905138,0.11905138,0.11905138,0.11905138,0.039999999,0.039999999,-0.039051384,0.01155624898,0.00000104898,0.11905138
0.011485221,0.000015921,0.039999999,0.11905138,0.039999999,-0.039051384,0.11905138,0.19810277,0.039999999,0.19810277,0.039999999,0.11905138,0.01155625897,0.00000105897,0.039999999
0.011485371,0.000016071,0.11905138,0.11905138,0.039999999,0.039999999,0.19810277,0.11905138,0.039999999,0.039999999,0.039999999,0.039999999,0.01155626896,0.00000106896,0.11905138
0.011485521,0.000016221,-0.039051384,0.19810277,0.11905138,0.039999999,0.11905138,0.039999999,0.11905138,0.039999999,0.11905138,0.039999999,0.01155627895,0.00000107895,0.11905138
0.011485671,0.000016371,0.11905138,-0.039051384,0.11905138,0.039999999,0.039999999,0.039999999,0.11905138,0.039999999,0.039999999,0.11905138,0.01155628894,0.00000108894,0.19810277
0.011485821,0.000016521,0.19810277,0.039999999,0.039999999,0.11905138,0.039999999,0.11905138,0.11905138,0.039999999,0.19810277,0.11905138,0.01155629893,0.00000109893,0.11905138
0.011485972,0.000016672,0.039999999,0.039999999,0.11905138,0.039999999,0.19810277,0.039999999,0.11905138,0.11905138,0.039999999,0.19810277,0.01155630892,0.00000110892,0.039999999
0.011486122,0.000016822,-0.039051384,0.19810277,0.11905138,0.039999999,0.039999999,0.039999999,0.11905138,0.11905138,0.11905138,-0.039051384,0.01155631891,0.00000111891,0.11905138
0.011486272,0.000016972,0.039999999,0.039999999,0.039999999,0.039999999,0.039999999,0.11905138,0.11905138,0.039999999,0.19810277,0.11905138,0.0115563289,0.0000011289,0.11905138
0.011486422,0.000017122,0.19810277,0.039999999,0.11905138,0.11905138,0.039999999,0.039999999,-0.039051384,0.11905138,0.11905138,0.11905138,0.01155633889,0.00000113889,0.11905138
0.011486572,0.000017272,0.039999999,0.11905138,0.039999999,0.11905138,0.11905138,0.039999999,0.11905138,0.11905138,0.11905138,0.11905138,0.01155634888,0.00000114888,0.11905138
0.011486723,0.000017423,0.039999999,0.039999999,0.039999999,0.039999999,0.039999999,0.19810277,0.039999999,0.11905138,0.039999999,0.039999999,0.01155635887,0.00000115887,0.11905138
0.011486873,0.000017573,0.11905138,0.039999999,0.039999999,-0.039051384,0.11905138,0.039999999,0.039999999,0.11905138,-0.039051384,0.11905138,0.01155636887,0.00000116887,0.039999999
0.011487023,0.000017723,-0.039051384,0.11905138,0.039999999,0.039999999,0.11905138,0.11905138,0.11905138,0.11905138,0.11905138,0.039999999,0.01155637886,0.00000117886,-0.039051384
0.011487173,0.000017873,0.11905138,0.039999999,0.039999999,-0.039051384,0.11905138,0.11905138,0.11905138,0.11905138,-0.039051384,-0.039051384,0.01155638885,0.00000118885,0.039999999
0.011487323,0.000018023,0.039999999,0.039999999,0.039999999,0.11905138,0.039999999,0.039999999,0.11905138,0.039999999,0.11905138,0.039999999,0.01155639884,0.00000119884,0.039999999
0.011487473,0.000018173,0.19810277,0.11905138,0.039999999,0.11905138,0.11905138,0.039999999,0.039999999,0.039999999,0.11905138,0.11905138,0.01155640883,0.00000120883,0.039999999
0.011487624,0.000018324,0.039999999,0.039999999,0.11905138,0.039999999,0.039999999,0.039999999,0.11905138,-0.11810277,0.039999999,-0.039051384,0.01155641882,0.00000121882,0.11905138
0.011487774,0.000018474,0.039999999,0.11905138,0.039999999,0.11905138,0.11905138,-0.039051384,0.039999999,0.039999999,0.039999999,-0.039051384,0.01155642881,0.00000122881,0.11905138
0.011487924,0.000018624,0.19810277,0.039999999,0.039999999,0.039999999,0.039999999,0.039999999,0.039999999,0.039999999,0.11905138,0.11905138,0.0115564388,0.0000012388,0.19810277
0.011488074,0.000018774,0.039999999,0.039999999,0.039999999,0.039999999,0.19810277,0.039999999,0.11905138,0.11905138,0.039999999,0.11905138,0.01155644879,0.00000124879,0.039999999
0.011488224,0.000018924,0.039999999,0.11905138,-0.039051384,0.11905138,0.11905138,0.039999999,-0.039051384,0.039999999,-0.039051384,0.19810277,0.01155645878,0.00000125878,0.11905138
0.011488375,0.000019075,0.039999999,0.11905138,0.11905138,0.039999999,0.039999999,0.039999999,0.11905138,0.039999999,0.11905138,0.19810277,0.01155646877,0.00000126877,0.039999999
0.011488525,0.000019225,0.039999999,0.039999999,0.11905138,0.039999999,0.039999999,0.039999999,0.11905138,0.039999999,0.11905138,0.11905138,0.01155647876,0.00000127876,0.039999999
0.011488675,0.000019375,-0.039051384,0.19810277,0.039999999,0.19810277,0.11905138,0.11905138,0.11905138,0.039999999,0.11905138,0.11905138,0.01155648875,0.00000128875,0.039999999
0.011488825,0.000019525,-0.039051384,0.039999999,0.11905138,0.11905138,0.19810277,0.039999999,0.039999999,0.039999999,0.11905138,0.11905138,0.01155649874,0.00000129874,0.11905138
0.011488975,0.000019675,0.11905138,0.039999999,0.19810277,0.11905138,-0.11810277,-0.039051384,0.039999999,0.11905138,0.039999999,-0.11810277,0.01155650873,0.00000130873,0.039999999
0.011489126,0.000019826,-0.039051384,0.11905138,0.11905138,0.11905138,0.039999999,0.11905138,0.11905138,0.19810277,0.11905138,0.19810277,0.01155651872,0.00000131872,-0.039051384
0.011489276,0.000019976,0.039999999,0.11905138,0.11905138,0.11905138,0.039999999,0.039999999,0.11905138,0.19810277,-0.039051384,0.11905138,0.01155652871,0.00000132871,-0.039051384
0.011489426,0.000020126,0.11905138,0.11905138,0.11905138,0.11905138,0.039999999,0.039999999,0.039999999,0.039999999,0.11905138,0.11905138,0.0115565387,0.0000013387,0.11905138
0.011489576,0.000020276,0.19810277,0.11905138,0.19810277,0.11905138,0.11905138,0.039999999,0.11905138,0.039999999,0.039999999,0.039999999,0.01155654869,0.00000134869,0.039999999
0.011489726,0.000020426,0.11905138,0.039999999,-0.039051384,0.039999999,0.11905138,-0.039051384,0.19810277,0.11905138,0.039999999,0.039999999,0.01155655868,0.00000135868,-0.039051384
0.011489877,0.000020577,0.039999999,0.11905138,0.039999999,0.039999999,0.039999999,0.11905138,0.039999999,0.039999999,0.11905138,0.11905138,0.01155656867,0.00000136867,0.11905138
0.011490027,0.000020727,0.11905138,0.039999999,0.039999999,0.039999999,0.11905138,0.11905138,-0.039051384,0.11905138,0.11905138,0.039999999,0.01155657866,0.00000137866,0.11905138
0.011490177,0.000020877,0.11905138,0.11905138,0.11905138,0.039999999,0.11905138,0.039999999,0.039999999,0.039999999,0.11905138,0.11905138,0.01155658865,0.00000138865,0.11905138
0.011490327,0.000021027,0.039999999,0.11905138,0.039999999,-0.039051384,0.11905138,0.11905138,0.19810277,0.039999999,0.11905138,0.039999999,0.01155659864,0.00000139864,0.27715415
0.011490477,0.000021177,0.11905138,0.11905138,0.039999999,0.19810277,0.11905138,0.11905138,0.039999999,0.039999999,0.11905138,0.11905138,0.01155660863,0.00000140863,0.039999999
0.011490628,0.000021328,0.039999999,0.11905138,0.19810277,0.11905138,0.039999999,0.11905138,0.11905138,0.039999999,0.11905138,0.11905138,0.01155661862,0.00000141862,0.19810277
0.011490778,0.000021478,0.039999999,0.11905138,0.11905138,0.039999999,0.039999999,0.11905138,0.11905138,0.039999999,0.11905138,0.039999999,0.01155662861,0.00000142861,0.039999999
0.011490928,0.000021628,0.039999999,-0.039051384,0.039999999,0.11905138,0.039999999,0.039999999,0.11905138,0.19810277,0.11905138,0.11905138,0.0115566386,0.0000014386,0.039999999
0.011491078,0.000021778,0.11905138,0.039999999,0.11905138,0.11905138,0.11905138,0.039999999,0.039999999,0.039999999,0.039999999,0.19810277,0.01155664859,0.00000144859,0.039999999
0.011491228,0.000021928,-0.039051384,0.11905138,0.11905138,0.11905138,0.039999999,0.039999999,0.11905138,0.11905138,0.11905138,0.039999999,0.01155665858,0.00000145858,0.039999999
0.011491379,0.000022079,0.11905138,0.039999999,0.11905138,0.11905138,0.039999999,0.039999999,0.039999999,0.11905138,0.039999999,0.11905138,0.01155666857,0.00000146857,-0.039051384
0.011491529,0.000022229,0.11905138,0.11905138,-0.039051384,0.11905138,-0.039051384,0.039999999,0.039999999,0.039999999,0.19810277,0.11905138,0.01155667856,0.00000147856,0.039999999
